evntName,lat,lon,depth,mag,maxAmp,spCen,rmsA,maxPFA,maxFA,maxPF_FA,Energy,rect,azmth,indAngl,Dip,DipRec,ccD,ccS,xotsu,ccnAb2D,ccnAb2S,ypicD,ypicS,ccnRel2D,ccnRel2S,ccAb2D,ccAb2S,ccRel2D,ccRel2S,xp2D,xp2S,xpp2D,xpp2S,semD,semS,skwnss,semblanceD,semblanceS,envelopD,envelopS,udD,udS,ud2D,ud2S,class
1_20140821_220332,30.013679,-91.129757,1380,-0.17,798.850484,207.476139,3.48762,20.644865,146.333333,0.105005,7373.029286,0.92589,13.077601,63.173154,26.826846,63.173154,0.135682,0.317875,969,0.059813,0.050883,152,175,0.00219,0.00222,0.06554,0.000502,-0.000088,0.008473,0.041921,0.041786,0.001458,0.010618,0.211556,0.221933,-5.270463,58,40,1.838526,6.567136,5305.217207,23237.93703,83302079.48,1448975564,Deep
1_20140821_220333,30.013285,-91.131216,1280,-0.24,798.850484,207.476139,3.48762,20.644865,146.333333,0.105005,7373.029286,0.92589,13.077601,63.173154,26.826846,63.173154,0.135682,0.317875,969,0.059813,0.050883,152,175,0.00219,0.00222,0.06554,0.000502,-0.000088,0.008473,0.041921,0.041786,0.001458,0.010618,0.211556,0.221933,-5.270463,58,40,1.838526,6.567136,5305.217207,23237.93703,83302079.48,1448975564,Deep
1_20140827_081431,30.013514,-91.130175,1680,-0.5,1671.2288,178.143831,5.849018,129.937637,122.444444,0.305341,565465.4727,0.949245,38.349667,71.768563,18.231437,71.768563,0.136609,0.287975,894,0.06221,0.053246,153.666667,174.666667,0.001703,0.001738,0.064097,0.002053,0.003939,0.007673,0.032577,0.032545,-0.009797,0.003613,0.201017,0.226833,-5.270463,49,41.666667,1.696664,5.317225,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140827_081435,30.013658,-91.130162,1740,-0.54,1671.2288,178.143831,5.849018,129.937637,122.444444,0.305341,565465.4727,0.949245,38.349667,71.768563,18.231437,71.768563,0.136609,0.287975,894,0.06221,0.053246,153.666667,174.666667,0.001703,0.001738,0.064097,0.002053,0.003939,0.007673,0.032577,0.032545,-0.009797,0.003613,0.201017,0.226833,-5.270463,49,41.666667,1.696664,5.317225,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140903_225826,30.013972,-91.125615,1087,-0.19,1845.704464,172.277369,6.321298,151.796192,117.666667,0.345408,677083.9613,0.953916,43.40408,73.487645,16.512355,73.487645,0.136795,0.281995,2441.666667,0.06269,0.053719,154,174.6,0.001606,0.001641,0.063808,0.002363,0.004744,0.007513,0.030708,0.030697,-0.012048,0.002212,0.198909,0.227813,-5.270463,47.2,42,1.668292,5.067243,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140904_071640,30.012835,-91.125595,1445,0.25,1453.134221,185.476908,5.258669,102.614444,128.416667,0.255257,425942.3618,0.943407,32.031651,69.619711,20.380289,69.619711,0.136378,0.29545,1622.666667,0.061611,0.052655,153.25,174.75,0.001825,0.001858,0.064458,0.001665,0.002932,0.007873,0.034913,0.034856,-0.006984,0.005364,0.203651,0.225608,-5.270463,51.25,41.25,1.73213,5.629703,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140904_071644,30.014501,-91.126631,1457,0.57,1453.134221,185.476908,5.258669,102.614444,128.416667,0.255257,425942.3618,0.943407,32.031651,69.619711,20.380289,69.619711,0.136378,0.29545,1622.666667,0.061611,0.052655,153.25,174.75,0.001825,0.001858,0.064458,0.001665,0.002932,0.007873,0.034913,0.034856,-0.006984,0.005364,0.203651,0.225608,-5.270463,51.25,41.25,1.73213,5.629703,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140904_071652,30.013434,-91.125853,1458,0.37,5051.893694,165.152745,29.666436,413.295434,126.5,1.902254,3058578.846,0.954002,47.207043,75.922108,14.077892,75.922108,0.124451,0.282063,3480,0.063121,0.053939,153.5,174.833333,0.001585,0.001626,0.098267,0.082726,0.013034,-0.010047,0.031169,0.0312,-0.000567,0.012473,0.19567,0.222859,-5.270463,42.833333,37.5,1.61393,4.441767,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140906_064413,30.015412,-91.125992,1360,-0.1,33878.90252,154.72078,144.571424,1073.077827,137.055556,13.040518,81959051.17,0.981473,63.155823,61.82079,28.17921,61.82079,0.095171,0.242983,3118,0.066813,0.057969,156.5,174.5,0.00107,0.001108,0.099193,0.05333,-0.002348,-0.008801,0.014117,0.014295,-0.00239,-0.00066,0.19472,0.227827,0,33,38.666667,1.38427,2.684741,1709.807427,21091.52998,34783202.63,1322143215,Deep
1_20140906_064416,30.014697,-91.125798,1301,-0.12,33878.90252,154.72078,144.571424,1073.077827,137.055556,13.040518,81959051.17,0.981473,63.155823,61.82079,28.17921,61.82079,0.095171,0.242983,3118,0.066813,0.057969,156.5,174.5,0.00107,0.001108,0.099193,0.05333,-0.002348,-0.008801,0.014117,0.014295,-0.00239,-0.00066,0.19472,0.227827,0,33,38.666667,1.38427,2.684741,1709.807427,21091.52998,34783202.63,1322143215,Deep
1_20140910_001203,30.011912,-91.126628,1397,-0.52,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140910_001206,30.011389,-91.127322,1555,-0.55,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140910_142740,30.008952,-91.139963,1763,-0.19,6741.321345,149.763036,37.655891,529.196854,113.5,2.508421,3660367.718,0.970951,54.221741,82.755122,7.209165,82.755122,0.117432,0.238699,1514.666667,0.064005,0.055177,154.75,175.5,0.001139,0.001195,0.113535,0.105297,-0.000609,-0.019776,0.020313,0.020485,-0.01174,0.0421,0.190581,0.234488,-5.270463,33.75,34,1.501736,3.374097,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140911_030737,30.013999,-91.127522,1432,0.04,5382.733527,152.193447,30.323475,396.813985,107.777778,2.222903,2530854.106,0.969325,44.94114,69.887467,20.088725,69.887467,0.096928,0.215893,3402,0.069424,0.060035,155.833333,175.166667,0.001251,0.001303,0.139218,0.126869,-0.001424,-0.022316,0.016935,0.017141,-0.000461,0.030224,0.185381,0.226753,0,35.833333,38.833333,1.464474,3.499225,1709.807427,21091.52998,34783202.63,1322143215,Deep
1_20140911_030826,30.013237,-91.129765,1622,-0.36,6389.363817,162.117174,26.357808,249.086232,145.888889,1.08603,1585745.487,0.967054,55.369709,57.774609,32.225391,57.774609,0.122917,0.274246,823,0.059098,0.050934,155.333333,177.666667,0.001206,0.00124,0.056391,-0.004258,-0.007617,0.003727,0.02608,0.026092,-0.012836,0.00229,0.208136,0.232354,-5.270463,45.333333,42,1.532915,3.670675,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140911_030827,30.013084,-91.131676,1497,-0.4,6389.363817,162.117174,26.357808,249.086232,145.888889,1.08603,1585745.487,0.967054,55.369709,57.774609,32.225391,57.774609,0.122917,0.274246,823,0.059098,0.050934,155.333333,177.666667,0.001206,0.00124,0.056391,-0.004258,-0.007617,0.003727,0.02608,0.026092,-0.012836,0.00229,0.208136,0.232354,-5.270463,45.333333,42,1.532915,3.670675,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140911_030845,30.013232,-91.130014,1704,0.3,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20140917_080012,30.010702,-91.131648,1999,0.4,21913.85732,155.442385,89.281865,1221.965047,112.133333,281.503449,42466333.62,0.961509,26.912546,65.762673,24.237327,65.762673,0.085368,0.240978,2420,0.07096,0.060765,154,175.2,0.001702,0.001746,0.156304,0.170113,0.003304,-0.028294,0.020498,0.02067,0.0116,0.017107,0.176609,0.202567,3.162278,36.6,32.4,1.459197,3.343279,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20140918_071257,30.005901,-91.139222,1537,-0.87,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20141017_212533,30.013292,-91.129774,1562,0.01,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20141017_212605,30.013908,-91.128052,1600,-0.17,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20141018_000213,30.008288,-91.131931,1449,-0.06,6388.219267,144.601507,35.914329,470.714001,104.466667,2.614935,3036346.014,0.974386,46.05371,70.060587,19.910843,70.060587,0.104306,0.232083,2348.333333,0.06446,0.055743,152.4,174.8,0.001173,0.001225,0.103448,0.089671,-0.002153,-0.015082,0.018962,0.019136,-0.00806,0.04414,0.190026,0.232111,-3.162278,36.2,35.8,1.473327,3.054667,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20141030_064334,30.011307,-91.139349,1881,-0.33,6389.363817,162.117174,26.357808,249.086232,145.888889,1.08603,1585745.487,0.967054,55.369709,57.774609,32.225391,57.774609,0.122917,0.274246,823,0.059098,0.050934,155.333333,177.666667,0.001206,0.00124,0.056391,-0.004258,-0.007617,0.003727,0.02608,0.026092,-0.012836,0.00229,0.208136,0.232354,-5.270463,45.333333,42,1.532915,3.670675,13211.18798,25644.64862,482204888,1813683230,Deep
1_20141120_173656,30.012198,-91.130251,1347,0.2,1996.531545,159.146929,6.750115,186.251282,105,0.444943,843517.0783,0.965454,57.560873,77.528446,12.471554,77.528446,0.118161,0.227292,1481.333333,0.072018,0.062079,159.75,175,0.001323,0.001364,0.126506,0.080918,0.00653,-0.009467,0.019124,0.01927,-0.006406,-0.012382,0.183398,0.223791,0,38.5,46,1.521154,4.480989,1709.807427,21091.52998,34783202.62,1322143215,Deep
1_20141202_225908,30.008004,-91.143132,1517,-1.02,3151.658076,142.59749,13.394833,238.618454,91,1.139505,977733.2367,0.976482,51.061696,65.09359,24.90641,65.09359,0.116103,0.244962,1456,0.065026,0.056209,152.25,173.75,0.001239,0.001277,0.062765,0.009493,0.003891,0.006078,0.020814,0.020913,-0.014125,0.01053,0.189809,0.229451,-2.635231,41.5,43.25,1.506025,3.494723,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20141207_150342,30.010626,-91.139051,1740,0.65,5270.80545,170.245211,24.954724,165.708002,138.916667,1.463952,904809.9666,0.959338,32.493801,43.16719,46.83281,43.16719,0.085531,0.23378,1520,0.067704,0.058582,156.25,177,0.001459,0.001496,0.122282,0.080525,-0.010238,-0.012422,0.021177,0.02128,0.009498,0.007553,0.198608,0.220749,2.635231,46.25,44.5,1.491424,3.923396,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20141209_170654,30.012865,-91.127056,1375,-1.22,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Deep
1_20141209_170759,30.012706,-91.127318,1500,-1.31,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20141214_191729,30.012192,-91.127929,1444,-1.36,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Deep
1_20141218_091008,30.010421,-91.140485,1813,-1.08,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20141221_051908,30.010276,-91.1411,1658,-0.11,9832.881018,143.14699,62.854708,746.501502,119.266667,4.442576,5692430.903,0.969706,46.779459,71.057337,18.914092,71.057337,0.074031,0.206342,2341.666667,0.071001,0.061279,155.4,175.6,0.001213,0.001276,0.195823,0.248021,0.006807,-0.049258,0.015855,0.016142,0.016985,0.048981,0.180053,0.220008,1.054093,29.4,32.6,1.375498,2.585039,1709.807427,21091.52998,34783202.65,1322143215,Deep
1_20141228_170240,30.010377,-91.139937,1581,0.1,6909.305657,163.609232,32.483229,211.839368,143.777778,1.864356,1205281.767,0.964445,30.198971,34.548964,55.451036,34.548964,0.09403,0.266726,848,0.058856,0.050946,150.666667,177,0.001398,0.00143,0.057021,0.003079,-0.014391,0.002933,0.02597,0.025984,0.000152,0.023188,0.210757,0.227677,-1.756821,50.333333,41.333333,1.515164,3.323857,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20141228_170311,30.009969,-91.139156,1548,-0.94,9609.625045,145.716353,59.403138,767.515813,124.933333,3.944034,5921504.828,0.967646,56.621765,83.822982,6.148447,83.822982,0.106492,0.24744,2351.666667,0.064259,0.05515,154,175.6,0.001207,0.001267,0.14494,0.181147,0.01041,-0.03539,0.022945,0.023131,0.001977,0.046436,0.18836,0.227208,-5.270463,31.2,30.2,1.469812,2.962155,13211.18798,25644.64862,482204888,1813683230,Deep
1_20141228_170317,30.010822,-91.139483,1820,-0.1,10500.23013,147.996322,60.338279,702.611619,140.222222,3.69454,5445956.202,0.969591,57.874425,73.384367,16.591824,73.384367,0.104511,0.252314,3326,0.061962,0.053283,154.5,177,0.001122,0.001177,0.127854,0.147884,0.002882,-0.030052,0.022859,0.023014,0.000371,0.039805,0.195786,0.229089,-5.270463,33.833333,32,1.44939,2.73971,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150101_094520,30.009816,-91.139833,1624,1.29,34746.05693,154.367796,138.364012,1948.576249,122.666667,468.071171,70596004.77,0.958467,27.267618,80.169684,9.830316,80.169684,0.105,0.28811,887,0.064757,0.054776,151.333333,175.666667,0.001853,0.001898,0.133452,0.17018,0.007543,-0.028892,0.027378,0.027482,0.004602,0.024196,0.177695,0.196756,-1.756821,34.333333,21.666667,1.505363,3.072477,505831.9125,504936.4008,6.71186E+11,6.71236E+11,Deep
1_20150103_050244,30.010756,-91.141184,1453,0.34,8837.322696,142.089526,54.327295,679.060276,115.5,3.793526,5024630.556,0.97106,49.415068,73.066226,16.909965,73.066226,0.097377,0.24047,3368,0.064596,0.055626,152.166667,175,0.001224,0.00128,0.1313,0.155483,0.007286,-0.028876,0.021381,0.021566,0.002757,0.047413,0.188267,0.226441,-3.513642,33.666667,32.333333,1.451459,2.76462,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150109_151123,30.014183,-91.125808,1420,-0.06,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150113_055222,30.018396,-91.121374,1123,0.04,8541.562068,150.260809,49.168371,559.970776,129.25,3.183872,4152423.872,0.968711,50.000803,66.076314,23.905829,66.076314,0.092363,0.231806,5941.333333,0.066537,0.057399,155.375,176.375,0.001211,0.001262,0.143536,0.153416,0.001398,-0.029389,0.019689,0.019873,0.005802,0.031472,0.190584,0.224638,-1.317616,35.375,36.125,1.434529,2.992152,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150115_112506,30.012868,-91.137444,1682,-1.54,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150116_054559,30.012639,-91.137821,1641,-0.71,25771.09936,154.23133,90.665495,1184.952585,120.583333,350.003773,50107608.33,0.972105,23.275077,48.222092,41.777908,48.222092,0.099669,0.266058,1516,0.061438,0.052811,150.75,176.75,0.001521,0.001553,0.05883,0.008683,-0.018735,0.002874,0.021162,0.021225,-0.011009,0.016939,0.193582,0.213319,0,43.75,33.5,1.470235,2.82687,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150204_164144,30.009596,-91.14019,1935,0.27,5776.083146,158.736293,34.273807,406.472146,114.4,2.526281,2700694.855,0.963998,36.150608,66.073084,23.898346,66.073084,0.088621,0.213436,2421.666667,0.069908,0.060447,155.6,175.4,0.001355,0.001409,0.154819,0.151212,-0.004107,-0.027994,0.017544,0.017757,0.005909,0.038348,0.186469,0.224777,1.054093,36.8,37.6,1.47478,3.635589,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150205_043403,30.009214,-91.140643,1862,-0.28,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150205_043406,30.008917,-91.139373,1842,0.02,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150206_092408,30.013178,-91.126231,1332,-0.57,6389.363817,162.117174,26.357808,249.086232,145.888889,1.08603,1585745.487,0.967054,55.369709,57.774609,32.225391,57.774609,0.122917,0.274246,823,0.059098,0.050934,155.333333,177.666667,0.001206,0.00124,0.056391,-0.004258,-0.007617,0.003727,0.02608,0.026092,-0.012836,0.00229,0.208136,0.232354,-5.270463,45.333333,42,1.532915,3.670675,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150214_113322,30.008695,-91.140289,1718,-0.81,32702.86216,164.32331,111.237966,1501.00925,138,465.658035,66630058.04,0.966764,26.572908,57.868641,32.131359,57.868641,0.115624,0.286205,864,0.059824,0.051078,153.333333,178.333333,0.001593,0.001623,0.057406,0.002522,-0.022203,0.002601,0.023697,0.02372,-0.016898,0.005152,0.195508,0.210224,-1.756821,43,30.333333,1.507083,3.176844,505831.9125,504936.4008,6.71186E+11,6.71236E+11,Deep
1_20150217_060023,30.010808,-91.132112,1386,-0.98,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150217_060025,30.010906,-91.132058,1372,-0.99,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150217_060026,30.011473,-91.131913,1416,-0.99,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150220_203908,30.012251,-91.132075,1018,-0.81,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150222_112423,30.0087,-91.139346,1842,-0.87,6741.321345,149.763036,37.655891,529.196854,113.5,2.508421,3660367.718,0.970951,54.221741,82.755122,7.209165,82.755122,0.117432,0.238699,1514.666667,0.064005,0.055177,154.75,175.5,0.001139,0.001195,0.113535,0.105297,-0.000609,-0.019776,0.020313,0.020485,-0.01174,0.0421,0.190581,0.234488,-5.270463,33.75,34,1.501736,3.374097,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150222_112429,30.008622,-91.138943,2024,-0.09,7849.766649,159.857642,46.683916,589.421412,126.444444,3.109224,4319940.171,0.962616,42.664389,80.687036,9.265346,80.687036,0.110422,0.242207,888,0.063004,0.054246,154,176,0.001276,0.001336,0.130977,0.138679,-0.004809,-0.028392,0.022455,0.022626,-0.004883,0.059599,0.194129,0.233773,-5.270463,34.666667,30.333333,1.531334,3.559661,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150224_001116,30.009799,-91.139865,1840,0.06,9921.590149,146.611588,63.078391,745.167695,123.666667,4.411029,5693226.596,0.966081,41.519321,69.887595,20.083835,69.887595,0.08916,0.242928,2393.333333,0.064114,0.055157,151.2,175.2,0.001323,0.001381,0.145318,0.185549,0.006345,-0.035865,0.022879,0.023066,0.00977,0.058975,0.189933,0.224402,-3.162278,34.2,29.8,1.459162,2.754064,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150225_092052,30.008589,-91.131532,1384,-0.84,25771.09936,154.23133,90.665495,1184.952585,120.583333,350.003773,50107608.33,0.972105,23.275077,48.222092,41.777908,48.222092,0.099669,0.266058,1516,0.061438,0.052811,150.75,176.75,0.001521,0.001553,0.05883,0.008683,-0.018735,0.002874,0.021162,0.021225,-0.011009,0.016939,0.193582,0.213319,0,43.75,33.5,1.470235,2.82687,20399.68594,26880.00067,1176469492,2341161020,Deep
