1	Hour(UTC)	Latitude	Longitude	Coordinates zone	Coordinates X	Coordinates Y	Depth	Magnitude	Origin	Dx(m)	Dy(m)	Dz(m)	Zone
1334	48:13.0	30.01387042	-91.12543024	15N 	680789	3321802	1539	-1.47	Located Deep Event	70	310	150					
1335	14:55.0	30.01170971	-91.13146287	15N 	680211	3321553	852	-0.01	Located Deep Event	30	130	60					
1336	23:49.5	30.01397853	-91.12415307	15N 	680912	3321816	1578	-0.33	Located Deep Event	60	280	130					
1337	23:50.9	30.01312076	-91.1247394	15N 	680857	3321720	1660	-0.44	Located Deep Event	50	280	130					
1338	24:05.8	30.01415845	-91.12601574	15N 	680732	3321833	1479	-0.51	Located Deep Event	60	250	120					
1339	24:27.8	30.01367836	-91.12461487	15N 	680868	3321782	1764	-0.63	Located Deep Event	70	300	130					
1340	24:35.0	30.01399655	-91.1254175	15N 	680790	3321816	1556	-1.04	Located Deep Event	60	270	120					
1341	54:53.3	30.01367556	-91.12315318	15N 	681009	3321784	681	-0.7	Located Deep Event	90	290	160					
1342	07:54.7	30.01366428	-91.12996448	15N 	680352	3321772	1721	-0.59	Located Deep Event	60	250	100					
1343	07:56.5	30.01346246	-91.12972983	15N 	680375	3321750	1643	-0.6	Located Deep Event	60	230	90					
1344	37:45.4	30.01071659	-91.13969189	15N 	679419	3321430	1840	-1.17	Located Deep Event	170	160	30	TexasBrine				
1345	38:04.8	30.01081735	-91.13916131	15N 	679470	3321442	1897	-1.01	Located Deep Event	180	160	40	TexasBrine				
1346	13:00.7	30.01058253	-91.14042006	15N 	679349	3321414	1926	-0.62	Located Deep Event	170	140	80	TexasBrine				
1347	02:03.8	30.01062062	-91.14183958	15N 	679212	3321416	1037	-1.61	Located Deep Event	40	30	30	TexasBrine				
1348	58:43.3	30.01210948	-91.13229508	15N 	680130	3321596	918	-0.53	Located Deep Event	30	120	60					
1349	19:51.9	30.0111583	-91.14158075	15N 	679236	3321476	239	-1.57	Located Shallow Event	20	30	20	TexasBrine				
1350	35:17.3	30.0079692	-91.13108724	15N 	680254	3321139	1816	-1.3	Located Deep Event	120	200	70					
1351	31:42.1	30.00069831	-91.14326841	15N 	679092	3320314	1627	-1.53	Located Deep Event	230	230	220	TexasBrine				
1352	54:06.0	30.00843734	-91.14312426	15N 	679092	3321172	1516	-1.12	Located Deep Event	140	130	230	TexasBrine				
1353	54:12.6	30.00830984	-91.14240098	15N 	679162	3321159	1619	-1.71	Located Deep Event	140	90	160	TexasBrine				
1354	11:55.5	30.0084725	-91.13158576	15N 	680205	3321194	1600	-0.91	Located Deep Event	90	170	60					
1355	06:04.5	30.01459496	-91.12562395	15N 	680769	3321882	1480	-1.27	Located Deep Event	80	280	140					
1356	43:50.2	30.00346292	-91.14353826	15N 	679061	3320620	1485	-1.54	Located Deep Event	100	150	160	TexasBrine				
1357	11:23.6	30.00846171	-91.13146156	15N 	680217	3321193	1561	-0.61	Located Deep Event	90	170	60					
1358	11:43.9	30.00828205	-91.13151676	15N 	680212	3321173	1647	-1.11	Located Deep Event	100	180	60					
1359	12:35.8	30.00832366	-91.13063484	15N 	680297	3321179	1923	-1.34	Located Deep Event	140	210	70					
1360	27:49.0	30.01376691	-91.13847384	15N 	679531	3321770	702	-2	Located Deep Event	60	40	30	TexasBrine				
1361	34:25.7	30.00931462	-91.14008089	15N 	679384	3321274	1643	-0.85	Located Deep Event	130	110	30	TexasBrine				
1362	44:52.8	30.00346292	-91.14353826	15N 	679061	3320620	1484	-0.73	Located Deep Event	100	150	160	TexasBrine				
1363	34:18.7	30.00785982	-91.143757	15N 	679032	3321107	1435	-0.31	Located Deep Event	120	120	230	TexasBrine				
1364	01:40.1	30.00727856	-91.14284522	15N 	679121	3321044	1579	-1.5	Located Deep Event	110	110	150	TexasBrine				
1365	44:38.7	30.00749318	-91.14334918	15N 	679072	3321067	1516	-1.62	Located Deep Event	120	110	170	TexasBrine				
1366	20:38.7	30.01055983	-91.14200658	15N 	679196	3321409	241	-1.86	Located Shallow Event	40	40	20	TexasBrine				
1367	31:14.4	30.011086	-91.14157174	15N 	679237	3321468	261	-1.92	Located Shallow Event	40	50	20	TexasBrine				
1368	35:52.3	30.01296815	-91.12542648	15N 	680791	3321702	1537	-0.35	Located Deep Event	50	260	110					
1369	35:52.3	30.01293193	-91.1254168	15N 	680792	3321698	1535	-0.35	Located Deep Event	50	270	110					
1370	36:01.6	30.01380183	-91.12441557	15N 	680887	3321796	1544	-0.91	Located Deep Event	40	290	110					
1371	36:23.7	30.01358446	-91.12498984	15N 	680832	3321771	1639	-0.38	Located Deep Event	60	290	120					
1372	08:18.3	30.01283453	-91.12871529	15N 	680474	3321682	1623	-0.49	Located Deep Event	60	240	100					
1373	28:34.0	30.01333147	-91.12940054	15N 	680407	3321736	1601	0.24	Located Deep Event	50	220	100					
1374	30:36.6	30.01351672	-91.12973918	15N 	680374	3321756	1716	-0.82	Located Deep Event	60	230	90					
1375	31:09.6	30.01312354	-91.13000573	15N 	680349	3321712	1721	-1.08	Located Deep Event	60	230	90					
1376	31:35.2	30.01367319	-91.12932156	15N 	680414	3321774	1697	-0.91	Located Deep Event	60	240	90					
1377	31:49.9	30.01342933	-91.12993779	15N 	680355	3321746	1759	-0.78	Located Deep Event	60	240	90					
1378	32:25.9	30.01356038	-91.1290023	15N 	680445	3321762	1739	-1.45	Located Deep Event	60	270	100					
1379	23:14.2	30.00921728	-91.14149255	15N 	679248	3321261	1644	-1.46	Located Deep Event	140	90	100	TexasBrine				
1380	34:25.0	30.01378496	-91.12956827	15N 	680390	3321786	1643	-0.63	Located Deep Event	60	230	90					
1381	34:45.8	30.01388421	-91.12893402	15N 	680451	3321798	1798	-0.59	Located Deep Event	70	260	110					
1382	34:50.8	30.01351985	-91.12932444	15N 	680414	3321757	1758	-0.65	Located Deep Event	60	250	100					
1383	34:55.2	30.01403091	-91.12846475	15N 	680496	3321815	1781	-0.37	Located Deep Event	60	270	110					
1384	40:53.8	30.01500772	-91.13498805	15N 	679865	3321913	141	-1.3	Located Shallow Event	140	40	40					
1385	39:08.0	30.00784788	-91.1435499	15N 	679052	3321106	1437	-1.65	Located Deep Event	110	120	200	TexasBrine				
1386	15:54.5	30.01262964	-91.13271038	15N 	680089	3321653	872	-1.28	Located Deep Event	50	120	50					
1387	07:18.3	30.01275802	-91.13222073	15N 	680136	3321668	836	-1.01	Located Deep Event	40	110	60					
1388	39:50.6	30.01364875	-91.13014101	15N 	680335	3321770	1277	-1.14	Located Deep Event	50	190	80					
1389	42:28.7	30.01263028	-91.12957958	15N 	680391	3321658	1597	-1.15	Located Deep Event	60	220	90					
1390	43:27.7	30.01311971	-91.12973626	15N 	680375	3321712	1721	-1.17	Located Deep Event	60	230	90					
1391	59:46.6	30.00719236	-91.14376943	15N 	679032	3321033	1299	-1.82	Located Deep Event	80	130	150	TexasBrine				
1392	40:16.3	30.01423293	-91.12744499	15N 	680594	3321839	1326	-0.56	Located Deep Event	60	230	110					
1393	07:19.5	30.01281626	-91.13250991	15N 	680108	3321674	823	-1.22	Located Deep Event	40	110	60					
1394	55:21.4	30.01050237	-91.13539373	15N 	679834	3321413	765	-1.5	Located Deep Event	20	70	30					
1395	55:32.1	30.01009172	-91.13570204	15N 	679805	3321367	818	-1.76	Located Deep Event	30	70	30					
1396	55:39.8	30.01027073	-91.13623776	15N 	679753	3321386	799	-1.46	Located Deep Event	20	50	20					
1397	56:14.8	30.01002961	-91.13577577	15N 	679798	3321360	917	-1.36	Located Deep Event	30	70	30					
1398	56:43.7	30.01019937	-91.13565856	15N 	679809	3321379	962	-1.65	Located Deep Event	30	80	30					
1399	01:31.2	30.01484426	-91.12539119	15N 	680791	3321910	1539	-0.16	Located Deep Event	60	260	100					
1400	01:45.1	30.01434817	-91.12540052	15N 	680791	3321855	1980	0.02	Located Deep Event	60	310	110					
1401	03:43.8	30.01294064	-91.12602828	15N 	680733	3321698	1677	-1.02	Located Deep Event	60	270	110					
1402	40:28.0	30.01329537	-91.12559656	15N 	680774	3321738	1575	-0.46	Located Deep Event	60	270	110					
1403	40:31.7	30.01356862	-91.12577803	15N 	680756	3321768	1675	-0.46	Located Deep Event	60	280	120					
1404	12:04.4	30.0127966	-91.13239624	15N 	680119	3321672	958	-1.27	Located Deep Event	40	130	60					
1405	24:15.3	30.00668778	-91.14317758	15N 	679090	3320978	1559	-1.62	Located Deep Event	140	160	210	TexasBrine				
1406	54:43.8	30.01276517	-91.12891356	15N 	680455	3321674	1596	-0.63	Located Deep Event	50	230	90					
1407	54:48.3	30.01309993	-91.12897985	15N 	680448	3321711	1580	-0.62	Located Deep Event	40	230	80					
1408	54:50.9	30.01273204	-91.12912152	15N 	680435	3321670	1600	-0.5	Located Deep Event	30	230	80					
1409	22:45.0	30.01118551	-91.14159061	15N 	679235	3321479	242	-1.64	Located Shallow Event	20	20	10	TexasBrine				
1410	59:02.2	30.01098161	-91.13165275	15N 	680194	3321472	1459	-1.47	Located Deep Event	60	180	70					
1411	28:07.3	30.01029917	-91.13569816	15N 	679805	3321390	803	-1.49	Located Deep Event	30	70	30					
1412	29:10.1	30.00992731	-91.13555999	15N 	679819	3321349	959	-1.54	Located Deep Event	40	80	40					
1413	29:24.2	30.01014796	-91.13521376	15N 	679852	3321374	982	-1.19	Located Deep Event	30	80	40					
1414	29:26.5	30.01022129	-91.13529532	15N 	679844	3321382	981	-1.24	Located Deep Event	30	80	40					
1415	08:02.6	30.01123046	-91.14157941	15N 	679236	3321484	241	-1.89	Located Shallow Event	30	40	20	TexasBrine				
1416	52:09.0	30.01002814	-91.13567213	15N 	679808	3321360	838	-1.54	Located Deep Event	30	70	30					
1417	52:54.8	30.00994637	-91.13563219	15N 	679812	3321351	980	-1.53	Located Deep Event	50	120	40					
1418	52:09.0	30.01004633	-91.13568216	15N 	679807	3321362	838	-1.53	Located Deep Event	30	70	30					
1419	52:15.6	30.01013608	-91.13564938	15N 	679810	3321372	859	-1.61	Located Deep Event	30	70	30					
1420	52:16.5	30.01012677	-91.13562882	15N 	679812	3321371	840	-1.77	Located Deep Event	20	70	20					
1421	52:28.4	30.01002147	-91.13583812	15N 	679792	3321359	914	-1.16	Located Deep Event	40	70	30					
1422	52:50.9	30.00992622	-91.1361198	15N 	679765	3321348	895	-1.14	Located Deep Event	30	60	30					
1423	53:01.0	30.01013858	-91.13582556	15N 	679793	3321372	883	-1.3	Located Deep Event	20	70	30					
1424	53:37.0	30.01009927	-91.13559823	15N 	679815	3321368	923	-1.65	Located Deep Event	30	70	30					
1425	29:07.1	30.01115786	-91.14154966	15N 	679239	3321476	245	-1.1	Located Shallow Event	30	40	30	TexasBrine				
1426	08:01.0	30.01119467	-91.14160081	15N 	679234	3321480	241	-1.7	Located Shallow Event	20	30	10	TexasBrine				
1427	53:11.3	30.01014261	-91.13547302	15N 	679827	3321373	971	-1.61	Located Deep Event	40	80	30					
1428	46:13.7	30.01027411	-91.13902632	15N 	679484	3321382	1862	-0.85	Located Deep Event	170	130	40	TexasBrine				
1429	58:49.8	30.01228707	-91.13846002	15N 	679535	3321606	1461	-1.34	Located Deep Event	100	140	60	TexasBrine				
1430	09:18.4	30.0079824	-91.14285284	15N 	679119	3321122	1518	-1.22	Located Deep Event	120	90	170	TexasBrine				
1431	34:44.1	30.01403789	-91.1308594	15N 	680265	3321812	1940	-1.58	Located Deep Event	100	260	110					
1432	22:23.6	30.00785373	-91.14396444	15N 	679012	3321106	1234	-1.81	Located Deep Event	50	110	160	TexasBrine				
1433	44:46.6	30.01297884	-91.12871258	15N 	680474	3321698	1504	-1.13	Located Deep Event	60	270	120					
1434	45:40.6	30.01400073	-91.12888	15N 	680456	3321811	1578	-1.39	Located Deep Event	60	250	110					
1435	32:28.0	30.01260126	-91.13261761	15N 	680098	3321650	902	-1.22	Located Deep Event	40	120	50					
1436	36:36.8	30.01112208	-91.14157106	15N 	679237	3321472	245	-1.48	Located Shallow Event	40	40	30	TexasBrine				
1437	36:37.5	30.01081584	-91.14160787	15N 	679234	3321438	220	-1.38	Located Shallow Event	60	60	30	TexasBrine				
1438	36:06.1	30.00897371	-91.13957929	15N 	679433	3321237	1866	-1.4	Located Deep Event	220	180	60	TexasBrine				
1439	20:05.3	30.0134907	-91.12981223	15N 	680367	3321753	1718	-1.39	Located Deep Event	90	280	130					
1440	12:04.4	29.99994269	-91.14150997	15N 	679263	3320233	1636	-1.42	Located Deep Event	220	80	150	TexasBrine				
1441	22:06.5	30.01263028	-91.13211945	15N 	680146	3321654	902	-0.95	Located Deep Event	40	120	60					
1442	22:11.1	30.01281509	-91.132427	15N 	680116	3321674	914	-1.42	Located Deep Event	40	120	60					
1443	42:22.1	30.01092701	-91.14181314	15N 	679214	3321450	281	-1.8	Located Shallow Event	50	50	20	TexasBrine				
1444	34:01.5	30.01204056	-91.13252445	15N 	680108	3321588	922	-0.9	Located Deep Event	30	130	60					
1445	34:19.7	30.01247572	-91.13267179	15N 	680093	3321636	939	-1.17	Located Deep Event	40	130	60					
1446	31:53.7	30.00936029	-91.1433144	15N 	679072	3321274	1100	-1.43	Located Deep Event	40	80	120	TexasBrine				
1447	21:38.3	30.01048577	-91.13231515	15N 	680131	3321416	1654	-1.6	Located Deep Event	100	200	90					
1448	17:25.1	30.01302935	-91.13226748	15N 	680131	3321698	944	-1.25	Located Deep Event	40	120	60					
1449	17:29.8	30.01287362	-91.13273691	15N 	680086	3321680	919	-1.41	Located Deep Event	40	130	60					
1450	52:05.4	29.99937397	-91.13957186	15N 	679451	3320173	1317	-1.59	Located Deep Event	200	20	120	TexasBrine				
1451	55:19.2	29.99995059	-91.14206956	15N 	679209	3320233	1526	-1.52	Located Deep Event	240	90	150	TexasBrine				
1452	30:03.7	30.01288415	-91.132208	15N 	680137	3321682	946	-0.83	Located Deep Event	40	120	50					
1453	06:52.6	30.01232081	-91.13192828	15N 	680165	3321620	897	-1.23	Located Deep Event	40	130	60					
1454	56:36.9	30.00909287	-91.13971183	15N 	679420	3321250	1575	-0.94	Located Deep Event	100	80	30	TexasBrine				
1455	13:25.7	30.01095825	-91.14147045	15N 	679247	3321454	263	-1.25	Located Shallow Event	50	30	20	TexasBrine				
1456	11:05.2	30.01114055	-91.14160182	15N 	679234	3321474	244	-1.23	Located Shallow Event	20	20	20	TexasBrine				
1457	04:48.6	30.00739981	-91.14376557	15N 	679032	3321056	1405	-1.65	Located Deep Event	110	140	210	TexasBrine				
1458	11:45.7	30.01266996	-91.12856288	15N 	680489	3321664	1538	-0.73	Located Deep Event	50	240	90					
1459	12:56.8	30.01303075	-91.1285561	15N 	680489	3321704	1521	-1.09	Located Deep Event	50	240	100					
1460	17:42.3	30.01789324	-91.12219251	15N 	681094	3322253	854	-1.4	Located Deep Event	130	260	160					
1461	12:36.4	30.01257089	-91.12857511	15N 	680488	3321653	1540	-0.97	Located Deep Event	50	240	100					
1462	24:36.1	30.00737812	-91.14350681	15N 	679057	3321054	1034	-1.76	Located Deep Event	30	70	60	TexasBrine				
1463	24:05.3	30.01396149	-91.1299278	15N 	680355	3321805	1603	-1.44	Located Deep Event	60	230	90					
1464	25:16.9	30.01386861	-91.13037532	15N 	680312	3321794	1642	-1.48	Located Deep Event	60	220	100					
1465	00:08.4	30.01125781	-91.14159963	15N 	679234	3321487	263	-1.83	Located Shallow Event	50	40	30	TexasBrine				
1466	59:49.6	30.01064538	-91.13148282	15N 	680211	3321435	1461	-0.92	Located Deep Event	60	170	70					
1467	00:15.2	30.01082132	-91.13180089	15N 	680180	3321454	1440	-1.48	Located Deep Event	70	190	100					
1468	16:28.8	30.00826956	-91.13254327	15N 	680113	3321170	1776	-0.88	Located Deep Event	130	190	70					
1469	20:12.5	30.01216574	-91.141365	15N 	679255	3321588	742	-2.35	Located Deep Event	30	20	10	TexasBrine				
1470	24:03.6	30.01359507	-91.13017312	15N 	680332	3321764	1640	-1.22	Located Deep Event	90	260	140					
1471	24:02.2	30.01363424	-91.13039009	15N 	680311	3321768	1702	-0.98	Located Deep Event	60	220	90					
1472	01:45.5	30.01126654	-91.14157874	15N 	679236	3321488	240	-1.41	Located Shallow Event	40	60	30	TexasBrine				
1473	01:47.3	30.01119467	-91.14160081	15N 	679234	3321480	241	-1.87	Located Shallow Event	20	20	10	TexasBrine				
1474	23:13.2	30.01293489	-91.13196861	15N 	680160	3321688	960	-1.3	Located Deep Event	40	120	60					
1475	22:41.2	30.01378288	-91.1256185	15N 	680771	3321792	1302	-0.66	Located Deep Event	50	250	110					
1476	23:53.2	30.0139961	-91.1260188	15N 	680732	3321815	1301	-0.72	Located Deep Event	70	290	140					
1477	03:35.0	30.01058733	-91.14203717	15N 	679193	3321412	220	-2.08	Located Shallow Event	40	60	30	TexasBrine				
1478	32:43.8	30.00774206	-91.14500316	15N 	678912	3321092	864	-1.7	Located Deep Event	40	220	150	TexasBrine				
1479	46:15.5	30.01395706	-91.12581219	15N 	680752	3321811	1399	-1.18	Located Deep Event	50	260	120					
1480	01:28.6	30.00804522	-91.13072299	15N 	680289	3321148	1758	-1.18	Located Deep Event	120	190	70					
1481	47:09.6	30.01252927	-91.12628482	15N 	680709	3321652	1576	-1.39	Located Deep Event	50	270	110					
1482	11:11.3	30.01122169	-91.13585714	15N 	679788	3321492	761	-1.91	Located Deep Event	40	140	60					
1483	11:14.6	30.01046894	-91.13558095	15N 	679816	3321409	804	-1.59	Located Deep Event	40	80	30					
1484	11:26.0	30.01046403	-91.13587131	15N 	679788	3321408	821	-1.74	Located Deep Event	30	70	20					
1485	11:47.0	30.01040932	-91.13583087	15N 	679792	3321402	841	-1.72	Located Deep Event	20	60	30					
1486	11:54.0	30.01074635	-91.13542026	15N 	679831	3321440	861	-1.8	Located Deep Event	20	80	30					
1487	47:47.5	30.0136949	-91.12577565	15N 	680756	3321782	1480	-0.97	Located Deep Event	60	250	120					
1488	28:02.3	30.01336561	-91.12546047	15N 	680787	3321746	1363	-1.5	Located Deep Event	50	250	110					
1489	37:40.2	29.99853914	-91.14434516	15N 	678992	3320073	2264	-0.87	Located Deep Event	400	340	500	TexasBrine				
1490	27:21.8	30.01342446	-91.12959577	15N 	680388	3321746	1597	-0.45	Located Deep Event	50	220	90					
1491	27:27.7	30.01377845	-91.12974463	15N 	680373	3321785	1641	-0.85	Located Deep Event	60	220	100					
1492	27:42.9	30.01361016	-91.12996549	15N 	680352	3321766	1678	-0.7	Located Deep Event	60	230	90					
1493	27:50.0	30.01315991	-91.13002578	15N 	680347	3321716	1722	-0.76	Located Deep Event	70	230	90					
1494	28:24.0	30.01312339	-91.12999536	15N 	680350	3321712	1738	-0.56	Located Deep Event	60	230	90					
1495	28:42.8	30.0135197	-91.12931407	15N 	680415	3321757	1719	-0.86	Located Deep Event	60	240	90					
1496	42:16.9	30.01076278	-91.14040633	15N 	679350	3321434	1898	-1.11	Located Deep Event	200	170	170	TexasBrine				
1497	13:13.7	30.00984563	-91.13871295	15N 	679515	3321335	1862	-0.23	Located Deep Event	170	130	40	TexasBrine				
1498	13:57.5	30.01063915	-91.13932013	15N 	679455	3321422	1880	-0.52	Located Deep Event	160	140	30	TexasBrine				
1499	14:04.4	30.01037002	-91.13942883	15N 	679445	3321392	1863	-0.38	Located Deep Event	170	140	30	TexasBrine				
1500	14:24.1	30.01029801	-91.13944054	15N 	679444	3321384	1906	-0.98	Located Deep Event	160	130	30	TexasBrine				
1501	10:10.7	30.01127585	-91.1415993	15N 	679234	3321489	259	-2.03	Located Shallow Event	20	40	20	TexasBrine				
1502	28:27.1	30.01742929	-91.12825578	15N 	680510	3322192	1289	-0.81	Located Deep Event	130	250	140					
1503	13:13.0	30.01038851	-91.13818448	15N 	679565	3321396	1982	-0.78	Located Deep Event	190	170	40	TexasBrine				
1504	05:38.9	30.01145297	-91.14072519	15N 	679318	3321510	201	-1.35	Located Shallow Event	90	80	20	TexasBrine				
1505	11:11.1	30.01064768	-91.14183908	15N 	679212	3321419	1041	-1.64	Located Deep Event	50	30	30	TexasBrine				
1506	12:42.9	30.01007082	-91.13996311	15N 	679394	3321358	1606	-0.37	Located Deep Event	120	90	30	TexasBrine				
1507	13:07.6	30.01006123	-91.13864673	15N 	679521	3321359	1942	-0.16	Located Deep Event	170	140	40	TexasBrine				
1508	43:20.7	30.01315078	-91.1293832	15N 	680409	3321716	1661	-1.08	Located Deep Event	50	230	100					
1509	28:25.5	30.0090462	-91.14151647	15N 	679246	3321242	1674	-1.38	Located Deep Event	130	90	100	TexasBrine				
1510	03:14.2	30.00344619	-91.14363187	15N 	679052	3320618	1494	-0.83	Located Deep Event	100	150	160	TexasBrine				
1511	06:44.6	30.00449542	-91.14381965	15N 	679032	3320734	1398	-1.53	Located Deep Event	100	150	160	TexasBrine				
1512	14:51.8	30.01088294	-91.13232844	15N 	680129	3321460	1594	-0.9	Located Deep Event	70	170	70					
