1	Hour(UTC)	Latitude	Longitude	Coordinates zone	Coordinates X	Coordinates Y	Depth	Magnitude	Origin	Dx(m)	Dy(m)	Dz(m)	Zone
3719	00:18.6	30.00376335	-91.14372962	15N 	679042	3320653	1059	-1.65	Located Deep Event	60	60	40	TexasBrine				
3720	03:42.1	30.01062632	-91.13905084	15N 	679481	3321421	1740	0.65	Located Deep Event	290	120	240	TexasBrine				
3721	09:36.3	30.01233473	-91.13163775	15N 	680193	3321622	1580	-1.3	Located Deep Event	20	190	60					
3722	09:37.6	30.01334219	-91.13078951	15N 	680273	3321735	1600	-1.5	Located Deep Event	20	200	60					
3723	10:44.9	30.01334509	-91.13162918	15N 	680192	3321734	1760	-1.42	Located Deep Event	30	230	70					
3724	12:25.6	30.01242198	-91.13142878	15N 	680213	3321632	1860	-1.65	Located Deep Event	60	270	90					
3725	13:42.0	30.01339052	-91.13101668	15N 	680251	3321740	1920	-1.57	Located Deep Event	30	230	70					
3726	13:56.5	30.01278325	-91.13082073	15N 	680271	3321673	2020	-1.35	Located Deep Event	50	260	80					
3727	34:18.1	30.00916502	-91.14290337	15N 	679112	3321253	157	-0.48	Located Shallow Event	20	90	50	TexasBrine				
3728	04:11.8	30.00789244	-91.14223253	15N 	679179	3321113	100	-1.39	Located Shallow Event	120	130	30	TexasBrine				
3729	10:51.9	30.00854251	-91.1429046	15N 	679113	3321184	138	-0.65	Located Shallow Event	20	80	60	TexasBrine				
3730	30:19.0	30.00943269	-91.14269105	15N 	679132	3321283	159	-0.56	Located Shallow Event	70	40	50	TexasBrine				
3731	53:21.6	30.00946268	-91.14289783	15N 	679112	3321286	122	-1.39	Located Shallow Event	80	70	60	TexasBrine				
3732	27:53.4	30.00888204	-91.14267021	15N 	679135	3321222	155	-1.17	Located Shallow Event	50	90	70	TexasBrine				
3733	33:37.3	30.00942075	-91.14248394	15N 	679152	3321282	40	-0.91	Located Shallow Event	90	80	30	TexasBrine				
3734	43:13.4	30.00893587	-91.14264848	15N 	679137	3321228	122	-1.01	Located Shallow Event	40	60	50	TexasBrine				
3735	57:06.1	30.01018134	-91.1426771	15N 	679132	3321366	120	-1.03	Located Shallow Event	40	60	30	TexasBrine				
3736	45:02.3	30.00899048	-91.14332128	15N 	679072	3321233	120	-0.68	Located Shallow Event	70	70	50	TexasBrine				
3737	55:19.6	30.00914746	-91.14165972	15N 	679232	3321253	60	-0.97	Located Shallow Event	90	60	40	TexasBrine				
3738	58:00.4	30.0089934	-91.14352856	15N 	679052	3321233	100	-1.18	Located Shallow Event	60	100	40	TexasBrine				
3739	33:07.2	30.01014041	-91.14041794	15N 	679350	3321365	1783	-0.88	Located Deep Event	150	120	30	TexasBrine				
3740	23:57.2	30.01050576	-91.13945739	15N 	679442	3321407	1801	-1.26	Located Deep Event	170	150	30	TexasBrine				
3741	42:04.7	30.00871191	-91.13129101	15N 	680233	3321221	1535	-1.5	Located Deep Event	80	170	50					
3742	42:17.5	30.00870289	-91.13129118	15N 	680233	3321220	1535	-1.4	Located Deep Event	80	170	50					
3743	09:07.1	30.00905951	-91.14245958	15N 	679155	3321242	80	-0.69	Located Shallow Event	20	60	40	TexasBrine				
3744	26:03.0	30.00736666	-91.14397351	15N 	679012	3321052	120	-0.87	Located Shallow Event	30	120	10	TexasBrine				
3745	17:12.5	30.0119638	-91.13283689	15N 	680078	3321579	796	-1.62	Located Deep Event	30	110	50					
3746	17:53.9	30.01218444	-91.13249065	15N 	680111	3321604	905	-1.6	Located Deep Event	40	120	60					
3747	37:25.7	30.00730059	-91.14376742	15N 	679032	3321045	1279	-1.73	Located Deep Event	60	120	140	TexasBrine				
3748	06:35.8	30.01301232	-91.12726059	15N 	680614	3321704	1319	-1.08	Located Deep Event	60	240	120					
3749	06:45.8	30.01336986	-91.1270258	15N 	680636	3321744	1378	-1.14	Located Deep Event	60	260	120					
3750	06:54.0	30.01286505	-91.12705602	15N 	680634	3321688	1375	-1.22	Located Deep Event	40	230	110					
3751	07:26.3	30.01367447	-91.12687494	15N 	680650	3321778	1419	-1.04	Located Deep Event	50	260	110					
3752	07:34.6	30.01358338	-91.12681445	15N 	680656	3321768	1461	-1.27	Located Deep Event	60	260	120					
3753	07:59.0	30.01270638	-91.12731817	15N 	680609	3321670	1500	-1.31	Located Deep Event	50	230	100					
3754	58:24.5	30.01272398	-91.12728674	15N 	680612	3321672	1320	-0.55	Located Deep Event	30	240	80					
3755	58:39.1	30.01355988	-91.12643131	15N 	680693	3321766	1439	-1.06	Located Deep Event	20	220	70					
3756	58:41.4	30.01231235	-91.1262578	15N 	680712	3321628	1500	-0.55	Located Deep Event	20	240	80					
3757	58:42.4	30.01329534	-91.12686133	15N 	680652	3321736	1380	-0.63	Located Deep Event	20	220	70					
3758	58:44.0	30.01245667	-91.12625508	15N 	680712	3321644	1500	-0.64	Located Deep Event	20	260	90					
3759	58:50.7	30.01402299	-91.12664031	15N 	680672	3321817	1460	-0.75	Located Deep Event	20	200	70					
3760	58:54.5	30.012252	-91.12708828	15N 	680632	3321620	1460	-0.7	Located Deep Event	20	210	70					
3761	59:04.3	30.01310561	-91.12747654	15N 	680593	3321714	1382	-0.93	Located Deep Event	30	280	110					
3762	59:06.3	30.01329222	-91.12727606	15N 	680612	3321735	1440	-1.18	Located Deep Event	40	320	110					
3763	59:11.8	30.01310904	-91.12645015	15N 	680692	3321716	1480	-0.92	Located Deep Event	20	230	70					
3764	59:12.6	30.01344556	-91.12727318	15N 	680612	3321752	1420	-1.14	Located Deep Event	30	210	70					
3765	59:33.1	30.01264887	-91.12708082	15N 	680632	3321664	1480	-1.43	Located Deep Event	30	300	100					
3766	41:56.1	30.01222037	-91.13247961	15N 	680112	3321608	899	-1.75	Located Deep Event	20	80	30					
3767	57:59.1	30.00899048	-91.14332128	15N 	679072	3321233	121	-0.53	Located Shallow Event	30	70	40	TexasBrine				
3768	58:33.5	30.00936029	-91.1433144	15N 	679072	3321274	120	-1.13	Located Shallow Event	60	130	40	TexasBrine				
3769	58:49.5	30.00942952	-91.14310577	15N 	679092	3321282	80	-0.83	Located Shallow Event	10	40	20	TexasBrine				
3770	32:29.0	30.00916795	-91.14311065	15N 	679092	3321253	80	-1.46	Located Shallow Event	50	110	40	TexasBrine				
3771	47:39.1	30.00935712	-91.14372912	15N 	679032	3321273	140	-0.82	Located Shallow Event	0	0	0	TexasBrine				
3772	54:04.0	30.00826279	-91.14354217	15N 	679052	3321152	100	-0.66	Located Shallow Event	0	0	0	TexasBrine				
3773	53:21.2	30.00861774	-91.1431209	15N 	679092	3321192	80	-0.78	Located Shallow Event	0	0	0	TexasBrine				
3774	58:58.9	30.00827206	-91.14292001	15N 	679112	3321154	140	-0.58	Located Shallow Event	10	80	40	TexasBrine				
3775	40:07.5	30.01160217	-91.13214909	15N 	680145	3321540	941	-1.52	Located Deep Event	30	140	70					
3776	40:08.1	30.01083338	-91.13265073	15N 	680098	3321454	940	-1.66	Located Deep Event	30	130	70					
3777	48:54.1	30.01243993	-91.1326932	15N 	680091	3321632	895	-1.31	Located Deep Event	30	110	50					
3778	48:56.5	30.01217512	-91.13437758	15N 	679929	3321600	822	-1.33	Located Deep Event	30	90	40					
3779	58:24.9	30.00966355	-91.13923468	15N 	679465	3321314	1700	-1.05	Located Deep Event	150	120	30	TexasBrine				
3780	58:35.3	30.00961588	-91.1396917	15N 	679421	3321308	1789	-0.75	Located Deep Event	190	120	30	TexasBrine				
3781	58:37.1	30.00899418	-91.13911241	15N 	679478	3321240	1820	-1.01	Located Deep Event	170	130	30	TexasBrine				
3782	58:59.3	30.00910271	-91.13913112	15N 	679476	3321252	1956	-0.61	Located Deep Event	170	140	30	TexasBrine				
3783	24:45.0	30.00953644	-91.14301048	15N 	679101	3321294	698	-2.04	Located Deep Event	30	30	10	TexasBrine				
3784	24:31.3	30.01220556	-91.13270796	15N 	680090	3321606	897	-1.59	Located Deep Event	30	110	50					
3785	10:01.1	30.01276969	-91.13240711	15N 	680118	3321669	902	-1.75	Located Deep Event	40	120	60					
3786	10:03.7	30.01252689	-91.1324635	15N 	680113	3321642	945	-1.71	Located Deep Event	40	130	60					
3787	27:56.3	30.0124489	-91.13332541	15N 	680030	3321632	875	-1.36	Located Deep Event	30	100	50					
3788	27:57.6	30.01246371	-91.13309706	15N 	680052	3321634	835	-1.49	Located Deep Event	40	120	50					
3789	28:07.1	30.01295671	-91.13287012	15N 	680073	3321689	820	-1.43	Located Deep Event	40	110	60					
3790	33:01.4	30.00817068	-91.13193351	15N 	680172	3321160	1301	-0.9	Located Deep Event	70	150	50					
3791	33:01.5	30.00810773	-91.1313127	15N 	680232	3321154	1310	-0.97	Located Deep Event	100	160	60					
3792	33:02.2	30.00821563	-91.1319223	15N 	680173	3321165	1302	-0.9	Located Deep Event	70	140	60					
3793	33:02.8	30.00798999	-91.13191616	15N 	680174	3321140	1295	-1.34	Located Deep Event	80	140	50					
3794	33:46.1	30.0082974	-91.13196223	15N 	680169	3321174	1376	-1.52	Located Deep Event	80	160	50					
3795	34:50.9	30.00892554	-91.1317224	15N 	680191	3321244	1603	-1.05	Located Deep Event	100	170	60					
3796	35:30.0	30.00857661	-91.13129355	15N 	680233	3321206	1745	-0.73	Located Deep Event	120	200	70					
3797	35:35.4	30.00892216	-91.13148403	15N 	680214	3321244	1702	-0.76	Located Deep Event	100	180	60					
3798	35:44.2	30.00906618	-91.1314606	15N 	680216	3321260	1723	-1.13	Located Deep Event	120	200	80					
3799	36:18.5	30.00891608	-91.13169147	15N 	680194	3321243	1882	-1.18	Located Deep Event	150	210	80					
3800	07:43.7	30.0089934	-91.14352856	15N 	679052	3321233	220	-0.59	Located Shallow Event	30	100	60	TexasBrine				
3801	18:15.4	30.00904104	-91.14242882	15N 	679158	3321240	80	-0.94	Located Shallow Event	40	60	30	TexasBrine				
3802	24:38.4	30.00935736	-91.14310712	15N 	679092	3321274	120	-1.52	Located Shallow Event	20	30	30	TexasBrine				
3803	54:16.1	30.00858166	-91.14312157	15N 	679092	3321188	240	-1.12	Located Shallow Event	30	90	20	TexasBrine				
3804	20:33.9	30.0088191	-91.14332448	15N 	679072	3321214	124	-1.06	Located Shallow Event	20	50	40	TexasBrine				
3805	35:44.1	30.00970329	-91.14268601	15N 	679132	3321313	160	-1.19	Located Shallow Event	40	50	60	TexasBrine				
3806	30:34.7	30.00857824	-91.14415828	15N 	678992	3321186	40	-0.79	Located Shallow Event	30	30	10	TexasBrine				
3807	30:34.7	30.00988319	-91.14392665	15N 	679012	3321331	120	-0.8	Located Shallow Event	10	50	0	TexasBrine				
3808	30:36.4	30.01078542	-91.14328785	15N 	679072	3321432	120	-0.97	Located Shallow Event	120	80	40	TexasBrine				
3809	40:28.3	30.00917087	-91.14331792	15N 	679072	3321253	120	-1.45	Located Shallow Event	20	100	30	TexasBrine				
3810	42:52.2	30.00859628	-91.14415795	15N 	678992	3321188	160	-1.29	Located Shallow Event	30	80	20	TexasBrine				
3811	13:46.1	30.01001846	-91.14008848	15N 	679382	3321352	1754	-0.64	Located Deep Event	150	110	30	TexasBrine				
3812	14:02.7	30.00954826	-91.14001433	15N 	679390	3321300	1600	-0.79	Located Deep Event	120	100	20	TexasBrine				
3813	15:07.2	30.0103604	-91.14066264	15N 	679326	3321389	1857	-1.06	Located Deep Event	180	130	100	TexasBrine				
3814	15:12.1	30.00977338	-91.14062175	15N 	679331	3321324	1820	-1.41	Located Deep Event	180	120	90	TexasBrine				
3815	15:23.7	30.00976494	-91.14066338	15N 	679327	3321323	1842	-1.34	Located Deep Event	190	140	40	TexasBrine				
3816	15:58.4	30.01008687	-91.14046041	15N 	679346	3321359	1836	-1.42	Located Deep Event	190	140	100	TexasBrine				
3817	16:42.8	30.01042764	-91.14095165	15N 	679298	3321396	1863	-1.24	Located Deep Event	180	130	140	TexasBrine				
3818	15:49.9	30.00717939	-91.14348978	15N 	679059	3321032	1066	-1.92	Located Deep Event	70	80	60	TexasBrine				
3819	25:33.5	30.01158398	-91.13213906	15N 	680146	3321538	915	-1.56	Located Deep Event	30	120	50					
3820	49:06.3	30.01045809	-91.13991441	15N 	679398	3321401	1825	-0.87	Located Deep Event	200	160	40	TexasBrine				
3821	13:53.3	30.01233767	-91.13184503	15N 	680173	3321622	918	-1.02	Located Deep Event	40	140	60					
3822	47:09.3	30.01002483	-91.14309468	15N 	679092	3321348	181	-1.22	Located Shallow Event	40	60	50	TexasBrine				
3823	17:13.7	30.00922816	-91.1429022	15N 	679112	3321260	80	-0.48	Located Shallow Event	40	50	30	TexasBrine				
3824	20:39.3	30.00988953	-91.1430972	15N 	679092	3321333	120	-1.05	Located Shallow Event	40	30	40	TexasBrine				
3825	31:07.0	30.01312509	-91.13329201	15N 	680032	3321707	872	-1.18	Located Deep Event	60	170	70					
3826	31:08.4	30.01167227	-91.13391013	15N 	679975	3321545	935	-1.29	Located Deep Event	40	130	60					
3827	31:09.9	30.01183943	-91.13297399	15N 	680065	3321565	937	-1.44	Located Deep Event	30	130	60					
3828	31:10.7	30.01218458	-91.13250101	15N 	680110	3321604	923	-1.62	Located Deep Event	30	120	50					
3829	34:06.5	30.0100217	-91.1390414	15N 	679483	3321354	1665	-0.82	Located Deep Event	150	120	40	TexasBrine				
3830	34:22.3	30.01071981	-91.1399199	15N 	679397	3321430	1764	-1.64	Located Deep Event	160	150	40	TexasBrine				
3831	56:11.9	30.0129511	-91.13056877	15N 	680295	3321692	1440	-1.17	Located Deep Event	60	240	100					
3832	56:17.4	30.01252805	-91.13063891	15N 	680289	3321645	1404	-1.34	Located Deep Event	40	190	80					
3833	56:31.2	30.01268407	-91.13019021	15N 	680332	3321663	1537	-1.42	Located Deep Event	40	210	90					
3834	49:01.2	30.01419118	-91.13148891	15N 	680204	3321828	1979	-1.17	Located Deep Event	100	290	120					
3835	41:08.2	30.00986094	-91.14043352	15N 	679349	3321334	1661	-1.14	Located Deep Event	130	110	20	TexasBrine				
3836	30:34.3	30.01020591	-91.13930749	15N 	679457	3321374	1769	-1.43	Located Deep Event	170	140	30	TexasBrine				
3837	31:15.0	30.01013388	-91.14059429	15N 	679333	3321364	1645	-1.03	Located Deep Event	180	140	60	TexasBrine				
3838	12:34.2	30.00891586	-91.13867848	15N 	679520	3321232	1843	-0.25	Located Deep Event	160	130	30	TexasBrine				
3839	54:57.4	30.01067362	-91.13920546	15N 	679466	3321426	1795	-1.3	Located Deep Event	160	140	30	TexasBrine				
3840	42:55.8	30.01362695	-91.13114701	15N 	680238	3321766	1941	-1.36	Located Deep Event	100	250	100					
3841	42:56.6	30.01386176	-91.13116334	15N 	680236	3321792	1922	-1.56	Located Deep Event	100	250	100					
3842	14:55.3	30.00822749	-91.13148669	15N 	680215	3321167	1579	-1.26	Located Deep Event	100	190	70					
3843	15:33.2	30.00920373	-91.14308925	15N 	679094	3321257	1018	-2.02	Located Deep Event	20	60	60	TexasBrine				
3844	17:53.7	30.01224032	-91.132614	15N 	680099	3321610	895	-1.78	Located Deep Event	30	120	50					
3845	58:09.9	30.01162297	-91.13998597	15N 	679389	3321530	885	-1.68	Located Deep Event	20	40	30	TexasBrine				
3846	58:15.1	30.0114807	-91.14013376	15N 	679375	3321514	878	-1.9	Located Deep Event	20	30	20	TexasBrine				
3847	59:19.3	30.01133697	-91.14017791	15N 	679371	3321498	960	-2.01	Located Deep Event	20	30	30	TexasBrine				
3848	59:20.6	30.01144462	-91.14013444	15N 	679375	3321510	975	-1.83	Located Deep Event	20	30	30	TexasBrine				
3849	59:22.1	30.01141668	-91.14007276	15N 	679381	3321507	987	-2.21	Located Deep Event	30	40	30	TexasBrine				
3850	59:24.0	30.01153262	-91.13997729	15N 	679390	3321520	1001	-2.09	Located Deep Event	40	40	40	TexasBrine				
3851	36:43.0	30.01264964	-91.13221239	15N 	680137	3321656	955	-1	Located Deep Event	40	130	60					
3852	35:15.3	30.00937403	-91.13917789	15N 	679471	3321282	1656	-1.28	Located Deep Event	150	120	30	TexasBrine				
3853	17:29.6	30.01219179	-91.12792912	15N 	680551	3321612	1444	-1.36	Located Deep Event	70	280	120					
3854	47:14.0	30.01129236	-91.13256957	15N 	680105	3321505	1922	0.31	Located Deep Event	120	200	80					
3855	47:24.0	30.00911217	-91.13342937	15N 	680026	3321262	1799	-0.6	Located Deep Event	180	230	70					
3856	47:35.2	30.01082181	-91.13310708	15N 	680054	3321452	1560	-1.42	Located Deep Event	80	170	80					
3857	47:59.4	30.01182281	-91.13371034	15N 	679994	3321562	1562	-1.46	Located Deep Event	70	170	60					
3858	47:57.5	30.01144692	-91.13392471	15N 	679974	3321520	1492	-1.48	Located Deep Event	80	190	90					
3859	47:07.8	30.0107898	-91.13212285	15N 	680149	3321450	1574	0.51	Located Deep Event	90	200	90					
3860	54:47.0	30.0091706	-91.14010431	15N 	679382	3321258	1740	-0.82	Located Deep Event	150	110	30	TexasBrine				
3861	54:44.5	30.00919318	-91.14042525	15N 	679351	3321260	1698	-0.81	Located Deep Event	150	110	30	TexasBrine				
3862	54:58.0	30.00904974	-91.14049012	15N 	679345	3321244	1764	-1.08	Located Deep Event	160	110	30	TexasBrine				
3863	17:07.9	30.01274955	-91.13289473	15N 	680071	3321666	847	-1.05	Located Deep Event	40	110	50					
3864	55:30.8	30.0106919	-91.14177605	15N 	679218	3321424	60	-1.03	Located Shallow Event	80	50	60	TexasBrine				
3865	56:48.7	30.00938457	-91.14311698	15N 	679091	3321277	240	-0.88	Located Shallow Event	30	80	20	TexasBrine				
3866	00:25.6	30.00917087	-91.14331792	15N 	679072	3321253	80	-0.95	Located Shallow Event	50	80	40	TexasBrine				
3867	06:51.0	30.00966989	-91.14351596	15N 	679052	3321308	140	-1.08	Located Shallow Event	70	90	40	TexasBrine				
3868	32:50.7	30.00970329	-91.14268601	15N 	679132	3321313	119	-1.33	Located Shallow Event	40	60	60	TexasBrine				
3869	58:31.1	30.00970329	-91.14268601	15N 	679132	3321313	138	-0.44	Located Shallow Event	70	60	40	TexasBrine				
3870	58:40.6	30.0094656	-91.1431051	15N 	679092	3321286	160	-1.61	Located Shallow Event	60	80	60	TexasBrine				
3871	59:06.2	30.01077689	-91.142044	15N 	679192	3321433	121	-1.43	Located Shallow Event	120	100	70	TexasBrine				
3872	31:29.3	30.00916502	-91.14290337	15N 	679112	3321253	140	-0.7	Located Shallow Event	80	60	40	TexasBrine				
3873	35:56.0	30.00969719	-91.14289346	15N 	679112	3321312	160	-0.88	Located Shallow Event	50	100	50	TexasBrine				
3874	02:10.4	30.00948364	-91.14310477	15N 	679092	3321288	160	-0.97	Located Shallow Event	40	60	50	TexasBrine				
3875	12:30.3	30.01006115	-91.14247201	15N 	679152	3321353	80	-1.12	Located Shallow Event	120	130	50	TexasBrine				
3876	12:40.2	30.00971791	-91.1437224	15N 	679032	3321313	80	-1.11	Located Shallow Event	50	40	20	TexasBrine				
3877	14:39.9	30.0099378	-91.14268164	15N 	679132	3321339	160	-1.06	Located Shallow Event	40	50	60	TexasBrine				
3878	54:32.8	30.00916502	-91.14290337	15N 	679112	3321253	100	-0.93	Located Shallow Event	80	110	40	TexasBrine				
3879	29:22.9	30.00944756	-91.14310544	15N 	679092	3321284	199	-0.86	Located Shallow Event	60	100	70	TexasBrine				
3880	06:09.4	30.00916795	-91.14311065	15N 	679092	3321253	189	-1.04	Located Shallow Event	20	90	40	TexasBrine				
3881	58:36.4	30.00999471	-91.13968463	15N 	679421	3321350	1217	-0.33	Located Deep Event	90	70	30	TexasBrine				
3882	58:52.3	30.00982231	-91.13961528	15N 	679428	3321331	1625	-0.43	Located Deep Event	120	100	30	TexasBrine				
3883	00:01.0	30.01050143	-91.1397892	15N 	679410	3321406	1597	-0.55	Located Deep Event	150	150	40	TexasBrine				
3884	00:47.8	30.0105216	-91.1393016	15N 	679457	3321409	1906	-0.58	Located Deep Event	190	150	30	TexasBrine				
3885	20:07.9	30.01022056	-91.14034388	15N 	679357	3321374	1306	-1.02	Located Deep Event	90	70	30	TexasBrine				
3886	20:18.3	30.01071519	-91.14023098	15N 	679367	3321429	1653	-0.8	Located Deep Event	130	120	30	TexasBrine				
3887	20:10.5	30.00857663	-91.13893361	15N 	679496	3321194	1758	-0.71	Located Deep Event	200	150	40	TexasBrine				
3888	08:55.4	30.00519897	-91.14380655	15N 	679032	3320812	1641	-1.21	Located Deep Event	170	160	250	TexasBrine				
3889	06:08.5	30.0084172	-91.13150386	15N 	680213	3321188	1777	-1.5	Located Deep Event	110	180	70					
3890	06:15.2	30.00861931	-91.13175924	15N 	680188	3321210	1720	-1.51	Located Deep Event	110	170	60					
3891	08:03.1	30.01255096	-91.13288809	15N 	680072	3321644	884	-1.54	Located Deep Event	40	120	50					
3892	14:14.7	30.01014451	-91.14070813	15N 	679322	3321365	1297	-1.24	Located Deep Event	100	90	30	TexasBrine				
3893	14:18.4	30.00927708	-91.13997792	15N 	679394	3321270	1708	-1.31	Located Deep Event	220	150	50	TexasBrine				
3894	15:05.1	30.00916706	-91.14113066	15N 	679283	3321256	1778	-1.2	Located Deep Event	190	130	150	TexasBrine				
3895	23:53.8	30.00916445	-91.13966903	15N 	679424	3321258	1683	-1.01	Located Deep Event	210	160	40	TexasBrine				
3896	23:57.1	30.00917309	-91.14028049	15N 	679365	3321258	1741	-1.11	Located Deep Event	170	110	30	TexasBrine				
3897	48:13.8	30.00970914	-91.14310056	15N 	679092	3321313	140	-0.93	Located Shallow Event	20	60	40	TexasBrine				
3898	53:41.7	30.00830204	-91.14312678	15N 	679092	3321157	183	-0.45	Located Shallow Event	20	120	60	TexasBrine				
3899	22:39.5	30.00898755	-91.14311401	15N 	679092	3321233	200	-1.41	Located Shallow Event	20	50	20	TexasBrine				
3900	30:06.7	30.01224429	-91.13289383	15N 	680072	3321610	913	-0.55	Located Deep Event	40	110	50					
3901	30:07.3	30.01119814	-91.1329238	15N 	680071	3321494	946	-0.63	Located Deep Event	30	180	80					
3902	30:08.5	30.01222625	-91.13289417	15N 	680072	3321608	877	-0.89	Located Deep Event	40	110	50					
3903	30:21.6	30.0135601	-91.13661165	15N 	679711	3321750	1581	-1.65	Located Deep Event	90	160	80					
3904	48:12.4	30.00998614	-91.1384408	15N 	679541	3321351	1536	-0.95	Located Deep Event	150	130	40	TexasBrine				
3905	48:40.6	30.00969507	-91.14018782	15N 	679373	3321316	1645	-0.97	Located Deep Event	170	110	30	TexasBrine				
3906	48:48.2	30.00899945	-91.13948551	15N 	679442	3321240	1653	-1.06	Located Deep Event	200	140	30	TexasBrine				
3907	27:13.6	30.01212558	-91.135975	15N 	679775	3321592	679	-0.96	Located Deep Event	40	60	30					
3908	42:57.1	30.01205522	-91.13228573	15N 	680131	3321590	917	-1.43	Located Deep Event	40	130	60					
3909	12:26.2	30.01268869	-91.12544211	15N 	680790	3321671	1637	-1.29	Located Deep Event	60	280	120					
3910	27:08.6	30.01225861	-91.13326677	15N 	680036	3321611	899	-1.57	Located Deep Event	40	140	60					
3911	15:45.0	30.00807136	-91.13129265	15N 	680234	3321150	1348	-1.19	Located Deep Event	70	160	50					
3912	10:43.5	30.01064505	-91.14165253	15N 	679230	3321419	1019	-1.74	Located Deep Event	40	30	20	TexasBrine				
3913	49:12.5	30.00939954	-91.142899	15N 	679112	3321279	135	-0.51	Located Shallow Event	70	60	50	TexasBrine				
3914	49:12.6	30.00906302	-91.14270831	15N 	679131	3321242	80	-0.49	Located Shallow Event	20	30	20	TexasBrine				
3915	49:47.5	30.00970329	-91.14268601	15N 	679132	3321313	127	-0.84	Located Shallow Event	90	100	50	TexasBrine				
3916	20:07.2	30.00971231	-91.14268584	15N 	679132	3321314	180	-0.93	Located Shallow Event	10	100	40	TexasBrine				
3917	20:08.5	30.00822125	-91.14251667	15N 	679151	3321149	180	-0.88	Located Shallow Event	30	100	30	TexasBrine				
3918	51:13.7	30.00971231	-91.14268584	15N 	679132	3321314	231	-0.47	Located Shallow Event	40	80	70	TexasBrine				
3919	53:03.6	30.01006701	-91.14288656	15N 	679112	3321353	80	-1.07	Located Shallow Event	50	60	40	TexasBrine				
3920	53:22.9	30.00948657	-91.14331204	15N 	679072	3321288	80	-0.96	Located Shallow Event	30	50	20	TexasBrine				
3921	22:40.5	30.00943335	-91.14018234	15N 	679374	3321287	80	-1.16	Located Shallow Event	110	80	10	TexasBrine				
3922	29:53.8	30.00963415	-91.14226227	15N 	679173	3321306	219	-1.54	Located Shallow Event	30	60	20	TexasBrine				
3923	30:16.8	30.00993171	-91.14288909	15N 	679112	3321338	160	-1.26	Located Shallow Event	30	30	30	TexasBrine				
3924	32:17.3	30.00948657	-91.14331204	15N 	679072	3321288	184	-0.88	Located Shallow Event	40	60	50	TexasBrine				
3925	11:27.1	30.00857698	-91.14278993	15N 	679124	3321188	80	-1.2	Located Shallow Event	90	100	50	TexasBrine				
3926	22:32.3	30.00941465	-91.14269139	15N 	679132	3321281	159	-1.14	Located Shallow Event	30	60	40	TexasBrine				
3927	47:44.2	30.01239738	-91.13223785	15N 	680135	3321628	915	-1.75	Located Deep Event	40	140	60					
3928	25:35.4	30.01228581	-91.13327663	15N 	680035	3321614	917	-1.86	Located Deep Event	40	110	50					
3929	25:35.9	30.01184874	-91.13299454	15N 	680063	3321566	941	-1.7	Located Deep Event	30	130	60					
3930	46:46.8	30.01246018	-91.13284832	15N 	680076	3321634	920	-1.02	Located Deep Event	40	110	50					
3931	46:52.7	30.01215919	-91.13389064	15N 	679976	3321599	917	-1.44	Located Deep Event	30	100	40					
3932	46:54.2	30.01277857	-91.13239658	15N 	680119	3321670	903	-1.4	Located Deep Event	40	130	60					
3933	41:18.8	30.01241596	-91.13291135	15N 	680070	3321629	876	-1.84	Located Deep Event	30	110	50					
3934	57:48.7	30.01935458	-91.12217533	15N 	681093	3322415	599	-1.11	Located Deep Event	140	230	120					
3935	57:49.6	30.0186543	-91.1217842	15N 	681132	3322338	642	-1.15	Located Deep Event	150	280	130					
3936	59:18.3	30.01934261	-91.12196821	15N 	681113	3322414	848	-1.27	Located Deep Event	150	270	160					
3937	59:21.1	30.019325	-91.12136722	15N 	681171	3322413	818	-0.94	Located Deep Event	140	260	140					
3938	29:41.1	30.0093917	-91.13978918	15N 	679412	3321283	1820	-0.92	Located Deep Event	260	170	80	TexasBrine				
3939	45:15.4	30.01205252	-91.13273156	15N 	680088	3321589	877	-1.2	Located Deep Event	30	120	50					
3940	58:20.1	30.01213429	-91.14105458	15N 	679285	3321585	603	-2.34	Located Deep Event	30	30	10	TexasBrine				
3941	43:53.7	30.01221503	-91.14102197	15N 	679288	3321594	606	-2.03	Located Deep Event	30	20	10	TexasBrine				
3942	01:48.1	30.01225042	-91.13205401	15N 	680153	3321612	934	-1.05	Located Deep Event	40	130	50					
3943	01:54.1	30.01221488	-91.13272852	15N 	680088	3321607	954	-1.61	Located Deep Event	30	120	50					
3944	24:01.5	30.01826629	-91.12114874	15N 	681194	3322296	855	-0.23	Located Deep Event	130	280	150					
3945	09:50.1	30.01196125	-91.13329307	15N 	680034	3321578	842	-1.18	Located Deep Event	40	100	40					
3946	09:52.0	30.01232518	-91.13287158	15N 	680074	3321619	927	-1.47	Located Deep Event	40	140	50					
3947	08:04.7	30.00995995	-91.13977858	15N 	679412	3321346	1622	-1.17	Located Deep Event	210	160	40	TexasBrine				
3948	10:08.1	30.01042105	-91.14048527	15N 	679343	3321396	1813	-1.08	Located Deep Event	260	190	240	TexasBrine				
3949	32:38.3	30.01033008	-91.1321522	15N 	680147	3321399	737	-1.82	Located Deep Event	30	110	50					
3950	51:16.0	30.0094205	-91.14310594	15N 	679092	3321281	160	-1.03	Located Shallow Event	70	70	50	TexasBrine				
3951	59:27.1	30.0088191	-91.14332448	15N 	679072	3321214	160	-1.54	Located Shallow Event	90	140	60	TexasBrine				
