1-no,2-depth,3-lat,4-lon,5-maxampZ,6-maxampX,7-maxampY,8-slopZ,9-slopeX,10-slopeY,11-spectralcentZ,12-speccenX,13-speccentY,14-maximumfrequencyampZ,15-rec,16-az,17-dip,18-dd_re,19-dipp,20-DR,21-crossdeep,22-crossshallow,23-Otsu,24-cwtDEEP(meancc),25-cwtSHAL(meancc),26-cwtDEEP(pickcc),27-cwtSHAL(pickcc),28-semblanceDEEP,29-semblanceSHAL,class
107,60,30.009,-91.143,300.29,284.12,247.85,4.6415,4.4047,3.2625,301.83,312.23,352.45,0.016193,0.72527,24.176,41.48,0.48038,0.66235,0.0036263,0.20602,0.02549,101,0.04558,0.038048,244,219,0.4647,2668,deep
108,60,30.009,-91.143,9249.5,7890,15975,102.3,89.746,179.79,261.38,232.4,303.09,0.54652,0.84883,85.706,20.35,0.29519,0.34776,-0.0042442,0.13705,0.025329,100,0.066232,0.06092,244,219,0.5004,3160,deep
109,60,30.009,-91.143,234.3,344.3,325.88,2.8589,4.8195,4.4869,285.27,345.27,333.73,0.01487,0.8539,33.662,31.712,0.44886,0.52565,-0.0042695,0.1706,0.035902,88,0.06873,0.065803,243,218,0.4998,2593,deep
110,131,30.009,-91.143,3579.5,4213.6,7845,64.839,47.261,142.8,334.79,314.4,335.2,2.1899,0.49687,-17.667,44.373,0.34748,0.69933,0.0024844,0.29042,0.12402,70,0.050083,0.043107,203,177,0.5094,2870,deep
111,131,30.009,-91.143,2546.5,4536.1,6344.7,35.214,20.222,18.457,144.09,143.53,114.7,3.6747,0.8265,-24.73,84.363,0.82251,0.99516,0.0041325,0.10587,0.17484,94,0.093686,0.084451,186,160,0.4842,2505,deep
112,131,30.009,-91.143,4512.3,17538,12533,29.827,174.67,83.086,175.44,183.36,186.48,0.71018,0.74603,3.5117,0.15605,0.0020319,0.0027235,-0.0037302,0.1194,0.18916,88,0.082473,0.072775,192,164,0.5164,2456,deep
113,160,30.013,-91.137,220.11,108.09,284.78,1.071,0.66385,1.1647,111.68,81.583,96.087,0.15275,0.85702,-79.748,-8.5777,0.12783,0.14915,-0.0042851,0.11525,0.15311,118,0.1404,0.12523,216,171,0.49,2632,deep
114,131,30.009,-91.143,15213,6995.1,10046,1657.8,25.897,35.792,245.76,120.81,143.4,0.39422,0.93521,58.621,73.761,0.8979,0.9601,0.0046761,0.16245,0.042106,80,0.055061,0.051041,200,171,0.5122,2661,deep
115,131,30.009,-91.143,6167.4,6836.4,8865.5,424.4,16.933,19.553,156.5,128.06,113.02,0.4125,0.66219,-34.538,83.487,0.65792,0.99355,0.003311,0.18521,0.1879,92,0.066438,0.061991,180,173,0.543,2522,deep
116,131,30.009,-91.143,560.97,2511.3,2668.5,43.963,19.171,12.593,158.3,172.93,158.36,0.093305,0.91743,-60.554,86.865,0.91606,0.9985,0.0045872,0.16167,0.1509,104,0.089684,0.079811,212,176,0.5268,2755,deep
117,131,30.009,-91.143,4136.6,6438.5,12115,55.179,86.999,247.31,299.5,341.6,318.52,0.86239,0.50582,85.595,0.82955,0.0073231,0.014478,-0.0025291,0.20213,0.055214,66,0.053689,0.046919,214,184,0.5618,2783,deep
118,60,30.009,-91.143,2386.6,1365.3,2540.1,11.295,13.721,17.596,219.64,211.14,218.76,1.0815,0.69826,35.053,22.278,0.26471,0.3791,-0.0034913,0.13899,0.099408,112,0.11772,0.10114,200,170,0.5063,3205,deep
119,60,30.009,-91.143,2386.6,1365.3,2540.1,11.295,13.721,17.596,219.64,211.14,218.76,1.0815,0.69826,35.053,22.278,0.26471,0.3791,-0.0034913,0.13899,0.099408,112,0.11772,0.10114,200,170,0.5063,3205,deep
120,100,30.008,-91.144,1152.5,921.11,1501.9,14.447,11.351,13.872,243.04,248.27,233.65,0.099419,0.72034,59.322,30.995,0.37095,0.51496,-0.0036017,0.18859,0.051683,94,0.059561,0.049285,231,204,0.5528,2750,deep
121,100,30.008,-91.144,13178,12357,10752,126.49,311.35,51.565,176.84,182.35,156.74,3.034,0.80864,24.771,17.98,0.24961,0.30868,-0.0040432,0.16998,0.13714,113,0.12312,0.10527,222,176,0.5328,2670,deep
122,100,30.008,-91.144,1323.7,878.89,1271.3,19.601,13.385,12.456,248.83,275.64,216.66,0.095787,0.49428,-10.261,49.865,0.37789,0.76453,0.0024714,0.19176,0.070895,76,0.055648,0.048885,209,180,0.5167,2963,deep
123,100,30.008,-91.144,32802,64910,73912,344.38,428.44,629.75,134.87,156.33,194.39,76.313,0.78675,80.868,81.392,0.77789,0.98873,0.0039337,0.079662,0.12917,84,0.07581,0.075274,195,250,0.537,3309,deep
124,100,30.008,-91.144,29825,48887,64251,251.52,421.61,762.79,190.53,169.53,225.6,6.0139,0.81145,88.715,2.5438,0.036014,0.044383,-0.0040572,0.12912,0.078997,79,0.064328,0.058762,230,204,0.4901,2583,deep
125,40,30.01,-91.142,3251.6,3900.6,5905.5,47.532,53.725,113.63,146.17,140.92,149.66,1.0406,0.86891,-54.356,2.8484,0.043179,0.049694,-0.0043445,0.14071,0.10089,96,0.062205,0.058375,222,259,0.4964,2814,deep
126,40,30.01,-91.142,1682.9,8582,5554.3,5.7352,28.545,14.954,109.91,117.82,106.68,1.5125,0.77786,82.229,54.135,0.63038,0.8104,0.0038893,0.11427,0.10638,105,0.072803,0.070306,217,261,0.4886,2799,deep
127,40,30.01,-91.142,5130.6,17328,11861,14.268,50.239,113.37,91.475,116.58,113.58,5.9949,0.86998,-20.484,3.051,0.046305,0.053225,-0.0043499,0.12368,0.16537,122,0.1013,0.083863,213,240,0.4976,2646,deep
128,40,30.01,-91.142,68612,73322,82979,425.75,223.05,206.41,137.59,123.41,125.65,53.222,0.89167,25.523,25.17,0.37923,0.4253,-0.0044584,0.12107,0.065281,88,0.070894,0.069057,221,193,0.4707,2999,deep
129,40,30.01,-91.142,2798.8,2256.2,2585.5,22.008,32.528,18.267,149.94,140.88,139.38,1.4771,0.9374,-7.888,10.505,0.17091,0.18232,-0.004687,0.17615,0.059886,105,0.065653,0.063237,216,188,0.4885,3259,deep
130,40,30.01,-91.142,1067.1,5850.1,3987.9,3.2872,39.34,17.66,83.564,121.86,108.9,1.3626,0.97691,68.537,88.303,0.97648,0.99956,0.0048846,0.10881,0.25151,102,0.068144,0.065237,184,157,0.4998,2512,deep
131,40,30.01,-91.142,2577.1,4390.3,6751.1,48.544,47.522,79.5,168.38,154.77,141.57,1.0558,0.82987,88.643,-9.5381,0.13751,0.1657,-0.0041494,0.12621,0.060402,105,0.061967,0.056128,220,189,0.4943,2500,deep
132,160,30.013,-91.137,220.11,108.09,284.78,1.071,0.66385,1.1647,111.68,81.583,96.087,0.15275,0.85702,-79.748,-8.5777,0.12783,0.14915,-0.0042851,0.11525,0.15311,118,0.1404,0.12523,216,171,0.49,2632,deep
133,40,30.01,-91.142,2.30E+05,3.45E+05,1.30E+05,3281,1082.7,2003.8,115.79,125.73,119.5,255.38,0.86763,-2.7195,20.121,0.29847,0.344,-0.0043382,0.17056,0.12633,108,0.059248,0.053818,205,177,0.5172,2709,deep
134,180,30.01,-91.144,19.299,5.0677,31.761,0.74681,0.0053141,1.3144,420.8,353.59,222.82,0.0046266,0.90307,-88.621,29.83,0.44921,0.49742,-0.0045154,0.15854,0.062995,101,0.056304,0.05157,220,193,0.5147,2765,deep
135,180,30.01,-91.144,1.24E+05,51469,91505,776.18,415,165.67,117.37,139.28,117.44,780.69,0.91401,17.201,57.839,0.77376,0.84656,0.0045701,0.12108,0.1239,125,0.061207,0.061418,199,172,0.4994,2861,deep
136,180,30.01,-91.144,3912.5,2856.3,2157.1,24.666,10.546,8.4922,112.29,102.94,153.38,13.14,0.84942,-3.0438,50.586,0.65624,0.77258,0.0042471,0.1434,0.14851,120,0.08406,0.073149,198,172,0.5062,2823,deep
137,180,30.01,-91.144,3661.6,15898,20663,42.414,243.57,225.27,295.62,224.09,267.16,1.0122,0.84552,37.71,-0.25661,0.0037869,0.0044787,-0.0042276,0.16796,0.080077,108,0.070641,0.059037,206,180,0.4847,2917,deep
138,160,30.013,-91.137,220.11,108.09,284.78,1.071,0.66385,1.1647,111.68,81.583,96.087,0.15275,0.85702,-79.748,-8.5777,0.12783,0.14915,-0.0042851,0.11525,0.15311,118,0.1404,0.12523,216,171,0.49,2632,deep
139,180,30.01,-91.144,6523.2,18379,22186,63.293,196.61,250.85,290.09,294.03,191.36,4.0911,0.74946,80.61,0.8327,0.010892,0.014533,-0.0037473,0.18811,0.052023,112,0.064644,0.061501,230,258,0.4778,2933,deep
140,180,30.009,-91.143,17.276,8.6067,12.987,0.17502,0.13838,0.13073,370.03,221.25,130.59,0.0045041,0.83493,83.312,58.94,0.71522,0.85663,0.0041746,0.16763,0.089468,107,0.067362,0.05582,217,183,0.5033,2936,deep
141,180,30.009,-91.143,2.25E+05,1.50E+05,2.70E+05,557.23,477.38,483.04,203.37,233.72,190.42,371.7,0.96496,44.959,81.035,0.95317,0.98778,0.0048248,0.14457,0.16326,121,0.06225,0.056737,204,177,0.4959,2891,deep
142,180,30.009,-91.143,7860.5,5652.2,5628.3,13.967,17.992,9.7049,171.92,169.66,200.19,15.115,0.68765,4.7527,-27.051,0.31273,0.45478,-0.0034383,0.13019,0.18985,123,0.062269,0.061048,199,172,0.5065,2951,deep
143,131,30.009,-91.143,1.86E+05,2.66E+05,1.86E+05,2943,4515.7,2354.8,276.57,194,228,83.806,0.7178,9.5549,48.187,0.535,0.74533,0.003589,0.25217,0.12994,70,0.054074,0.047786,203,175,0.5174,2718,deep
144,180,30.009,-91.143,6612.8,19938,21219,72.456,239.53,260.05,292.97,290.09,210.84,2.4451,0.70827,82.784,-1.134,0.014018,0.019791,-0.0035414,0.18979,0.036956,75,0.065403,0.064791,229,204,0.494,3072,deep
145,180,30.009,-91.143,3661.6,15898,20663,42.414,243.57,225.27,295.63,224.09,267.16,1.0122,0.84552,37.71,-0.25663,0.003787,0.0044789,-0.0042276,0.16796,0.080075,108,0.07064,0.059037,206,180,0.4847,2917,deep
146,238,30.011,-91.142,54251,12383,16526,2366,472.81,57.161,266.75,157.07,131.15,6.787,0.94942,34.758,75.33,0.91847,0.9674,0.0047471,0.27165,0.054185,112,0.063982,0.069914,216,174,0.5058,2744,deep
147,238,30.011,-91.142,28862,17199,15286,5671.8,158.17,196.86,328.57,229.2,294.91,11.258,0.57054,21.44,73.451,0.54691,0.95858,0.0028527,0.28131,0.091788,118,0.12165,0.11026,205,178,0.4977,2932,deep
148,238,30.011,-91.142,704.55,532.67,544.7,79.65,6.1752,8.4674,363.06,364.6,367.51,0.017294,0.32777,-41.763,24.564,0.13626,0.41571,0.0016388,0.31853,0.1248,85,0.086427,0.076513,179,178,0.4573,2830,deep
149,238,30.011,-91.142,634.41,619.77,426.86,39.501,7.7747,5.7754,415.34,377.5,409.31,0.0093849,0.39647,-6.3874,58.753,0.33896,0.85494,0.0019824,0.3307,0.043191,69,0.063186,0.055364,207,178,0.4871,2779,deep
150,1703,30.01,-91.14,1297.5,1714.3,4763.9,10.354,19.547,46.389,352.5,343.07,295.85,0.047893,0.75733,-84.601,-2.4672,0.032601,0.043047,-0.0037867,0.13706,0.026747,77,0.055297,0.046276,237,212,0.5103,2594,deep
151,1703,30.01,-91.14,687.09,2835,3175.3,5.8573,28.913,34.118,307.52,247.82,287.48,0.047131,0.84478,53.403,-1.0548,0.015551,0.018408,-0.0042239,0.16408,0.050684,100,0.063189,0.055759,211,183,0.5482,2731,deep
152,1703,30.01,-91.14,30361,44781,23716,278.09,406.84,219.1,260.71,251.06,261.5,6.7081,0.65962,39.207,17.081,0.19375,0.29373,-0.0032981,0.12439,0.025576,100,0.058984,0.054442,218,190,0.494,2921,deep
153,2001,30.015,-91.132,632.97,1304.4,1698.7,6.5656,15.132,16.977,346.2,311.81,286.6,0.029392,0.84845,-63.942,1.2708,0.018816,0.022178,-0.0042422,0.18439,0.013922,94,0.046115,0.043294,242,214,0.5092,2736,deep
154,2001,30.015,-91.132,28177,16523,15570,305.52,227.23,200.82,150.92,169.54,149.9,93.055,0.92323,46.844,48.678,0.69336,0.75101,0.0046161,0.17919,0.10707,119,0.065287,0.072812,201,175,0.5037,2904,deep
155,2001,30.015,-91.132,257.48,1085.6,1292.7,3.1464,15.308,15.036,304.34,277.04,299.09,0.076752,0.72906,-19.015,2.1583,0.027457,0.037661,-0.0036453,0.14374,0.037742,100,0.056973,0.052883,215,187,0.5094,2847,deep
156,2001,30.015,-91.132,30361,44781,23716,278.09,406.84,219.1,260.71,251.06,261.5,6.7081,0.65962,39.207,17.081,0.19375,0.29373,-0.0032981,0.12439,0.025576,100,0.058984,0.054442,218,190,0.494,2921,deep
157,80,30.01,-91.14,50208,35049,51167,636.69,385.31,498.13,122.52,146.55,110.26,32.364,0.85048,70.051,35.494,0.4938,0.58061,-0.0042524,0.1763,0.10266,92,0.067142,0.060525,204,172,0.5042,2978,deep
158,80,30.01,-91.14,1069.8,966.88,738.8,30.888,24.14,20.628,155.99,121.09,169.57,0.72427,0.62101,-5.3652,36.76,0.37165,0.59846,0.003105,0.14334,0.25579,86,0.067776,0.057486,192,165,0.4651,2804,deep
159,80,30.01,-91.14,4115.7,10231,8437.4,118.23,156.32,-238.95,76.476,100.18,88.213,15.512,0.76637,-14.031,14.023,0.1857,0.24231,-0.0038318,0.11918,0.30308,108,0.099372,0.091854,205,236,0.4932,2961,deep
160,80,30.01,-91.14,66605,71726,27880,1227.6,2545.6,639.21,137.45,153.32,103.19,6.4659,0.57606,4.4718,34.599,0.3271,0.56783,0.0028803,0.15263,0.069102,90,0.069576,0.062743,219,190,0.491,3352,deep
161,80,30.01,-91.14,64362,84122,1.47E+05,281.2,297.12,440.88,100.83,152.47,106.68,164.07,0.83726,-21.238,4.467,0.06521,0.077885,-0.0041863,0.14732,0.36979,98,0.067576,0.063628,192,164,0.4956,2780,deep
162,80,30.01,-91.14,143.08,239.83,179.9,2.4453,3.5685,2.6997,129.4,111.24,114.18,0.050762,0.80641,-26.542,6.686,0.09389,0.11643,-0.0040321,0.27056,0.13145,113,0.056686,0.048221,205,178,0.4973,3078,deep
163,80,30.009,-91.143,323.46,758.5,1446.5,3.8902,10.223,17.231,278.39,344.45,341.48,0.016921,0.92098,-65.493,1.4387,0.023123,0.025107,-0.0046049,0.17766,0.078825,110,0.10963,0.092797,187,161,0.5123,2848,deep
164,80,30.009,-91.143,137.24,482.9,861.02,1.7977,5.9079,11.106,320.4,283.37,325.5,0.031563,0.82486,84.497,-0.42891,0.0061747,0.0074858,-0.0041243,0.21127,0.04761,72,0.06602,0.060143,209,181,0.4828,2815,deep
165,80,30.009,-91.143,12675,53197,18018,133.55,542.65,183.63,286.08,273.88,355.21,1.5556,0.9389,-6.0256,-0.54509,0.0089323,0.0095135,-0.0046945,0.23565,0.02545,101,0.070059,0.061436,221,204,0.4993,2797,deep
166,1541,30.009,-91.14,300.45,760.08,1446.4,3.6137,10.247,17.226,237.88,339.58,339.28,0.049193,0.92767,-65.485,1.2995,0.021038,0.022678,-0.0046383,0.15886,0.077347,107,0.085889,0.085287,187,160,0.5124,2885,deep
167,1541,30.009,-91.14,139.91,484.17,860.25,1.8145,5.9059,11.072,332.95,324.66,329.8,0.0037391,0.85619,83.51,-0.56335,0.0084183,0.0098322,-0.004281,0.2178,0.021753,99,0.052688,0.047327,244,215,0.4742,2850,deep
168,1541,30.009,-91.14,16735,53752,17518,209.87,610.48,198.91,238.69,270.47,331.3,5.3963,0.93844,-4.3904,0.74322,0.012173,0.012971,-0.0046922,0.17658,0.022363,112,0.060285,0.060724,230,205,0.507,2763,deep
169,1539,30.01,-91.14,16735,53752,17518,209.87,610.48,198.91,238.69,270.47,331.31,5.3963,0.93844,-4.3904,0.74322,0.012173,0.012971,-0.0046922,0.17658,0.022363,112,0.060285,0.060725,230,205,0.507,2763,deep
170,1539,30.01,-91.14,300.45,760.08,1446.4,3.6137,10.247,17.226,237.88,339.58,339.28,0.049193,0.92767,-65.485,1.2995,0.021038,0.022678,-0.0046383,0.15886,0.077347,107,0.085889,0.085287,187,160,0.5124,2885,deep
171,1539,30.01,-91.14,139.91,507.6,854.67,1.8145,6.1706,10.992,332.95,287.31,330.39,0.0037389,0.84056,83.2,-0.55803,0.0081865,0.0097394,-0.0042028,0.2178,0.021742,99,0.052687,0.047325,244,215,0.4742,2848,deep
172,1374,30.013,-91.128,16735,53752,17518,209.87,610.48,198.91,238.69,270.47,331.31,5.3963,0.93844,-4.3904,0.74322,0.012173,0.012971,-0.0046922,0.17658,0.022363,112,0.060286,0.060726,230,205,0.507,2763,deep
173,1374,30.013,-91.128,300.45,760.08,1446.4,3.6137,10.247,17.226,237.88,339.58,339.28,0.049193,0.92767,-65.485,1.2995,0.021038,0.022678,-0.0046383,0.15886,0.077347,107,0.085889,0.085289,187,160,0.5124,2884,deep
174,1374,30.013,-91.128,5690.9,7363.4,4121.6,53.91,222.15,73.312,112.43,103.8,128.8,16.486,0.68057,-2.352,61.46,0.59787,0.87848,0.0034029,0.14623,0.12789,123,0.078616,0.081049,198,247,0.5092,2983,deep
175,1374,30.013,-91.128,139.91,484.17,854.66,1.8145,5.9059,10.992,332.95,324.66,330.39,0.0037389,0.85484,83.618,-0.56132,0.0083746,0.0097967,-0.0042742,0.2178,0.021743,99,0.052687,0.047325,244,215,0.4742,2848,deep
176,80,30.009,-91.142,16765,53752,17518,209.77,610.48,198.91,238.09,270.47,331.3,5.3971,0.93844,-4.3904,0.74289,0.012167,0.012965,-0.0046922,0.17653,0.022519,110,0.061739,0.066487,230,205,0.5071,2762,deep
177,80,30.009,-91.142,300.45,760.08,1446.4,3.6137,10.247,17.226,237.88,339.58,339.28,0.049193,0.92767,-65.485,1.2995,0.021038,0.022678,-0.0046383,0.15886,0.077347,107,0.085889,0.085288,187,160,0.5122,2885,deep
178,80,30.009,-91.142,5313.4,10420,3902.7,18.4,160.56,46.172,115.37,114.4,156.4,16.886,0.90142,-0.59916,11.392,0.17804,0.19752,-0.0045071,0.1041,0.29357,127,0.057878,0.050369,192,165,0.5158,2556,deep
179,80,30.009,-91.142,139.91,484.17,860.25,1.8145,5.9059,11.072,332.95,324.66,329.8,0.0037389,0.85619,83.51,-0.56335,0.0084182,0.0098321,-0.004281,0.2178,0.021742,99,0.052687,0.047325,244,215,0.4742,2848,deep
180,1700,30.009,-91.139,30943,42958,42763,409.99,491.97,484.26,312.28,276.33,311.13,1.6944,0.48077,-11.533,15.123,0.12543,0.26089,-0.0024038,0.12909,0.0085296,90,0.039868,0.032732,243,216,0.5019,2735,deep
181,1700,30.009,-91.139,464.47,944.79,1687,4.5888,12.095,20.092,263.09,279.36,286.19,0.045546,0.62813,-62.215,-0.19908,0.0021824,0.0034745,-0.0031406,0.18067,0.031558,109,0.046643,0.04168,229,202,0.4931,2756,deep
182,1700,30.009,-91.139,7966.9,6823.1,6558.1,158.19,206.67,160.91,125.46,163.76,129.57,22.557,0.84354,36.49,62.041,0.74508,0.88328,0.0042177,0.16303,0.085986,115,0.074209,0.084402,203,176,0.5127,2931,deep
183,1700,30.009,-91.139,167.04,900,441.21,1.5672,9.7394,4.0645,338.79,339.61,316.79,0.0064352,0.83199,-2.3334,1.8272,0.026528,0.031885,-0.00416,0.16934,0.026381,97,0.060002,0.051312,247,219,0.5466,2843,deep
184,959,30.01,-91.136,4973.6,4005.7,2946,122.81,42.368,30.795,213.57,267.49,258.17,3.5116,0.85214,49.358,49.432,0.64731,0.75963,0.0042607,0.10181,0.035643,113,0.070756,0.078178,228,264,0.5108,2925,deep
185,1536,30.014,-91.127,362.7,534.05,679.06,3.4182,4.4696,5.6977,336.82,352.29,369.94,0.04249,0.71814,-49.033,-11.363,0.14149,0.19703,-0.0035907,0.18986,0.02986,109,0.063892,0.058404,248,221,0.5114,2803,deep
186,1719,30.013,-91.131,41413,13453,18798,203.32,37.99,47.808,100.5,106.22,104.8,72.185,0.78527,-83.519,82.534,0.77861,0.99152,0.0039263,0.17883,0.12784,120,0.060692,0.057166,205,177,0.505,3188,deep
187,1640,30.014,-91.13,321.72,929.8,902.99,2.922,9.3018,8.1846,286.35,264.62,279.15,0.02495,0.94877,-39.482,12.544,0.20606,0.21718,-0.0047439,0.13448,0.076544,83,0.06742,0.059925,242,218,0.5049,2920,deep
188,1640,30.014,-91.13,4374.6,2336.4,3622.5,20.86,10.91,35.465,192.99,190.05,163.04,1.9015,0.58189,73.784,6.607,0.066951,0.11506,-0.0029094,0.091966,0.16298,113,0.09043,0.076191,197,248,0.5091,3278,deep
189,1584,30.013,-91.129,336.55,704.92,1022.4,3.0427,6.7446,9.5387,349.11,372.07,309.94,0.01867,0.7109,-20.351,10.133,0.12507,0.17594,-0.0035545,0.18038,0.065396,99,0.092759,0.079336,172,203,0.524,2648,deep
190,1584,30.013,-91.129,7355.2,5226.6,5165.5,140.84,20.325,9.2922,94.305,97.34,100.95,40.073,0.87015,63.815,66.438,0.79761,0.91663,0.0043508,0.10831,0.088934,122,0.070653,0.072562,201,253,0.5041,2968,deep
191,875,30.012,-91.132,11928,3666.4,3068.6,19.836,4.1217,7.5365,108.75,133.7,126.01,29.4,0.79642,-17.239,79.579,0.78328,0.98351,0.0039821,0.23924,0.13999,118,0.042762,0.043086,202,175,0.5005,2756,deep
192,1676,30.01,-91.14,7355.2,5226.6,5165.5,140.84,20.325,9.2923,94.305,97.341,100.95,40.073,0.87015,63.815,66.438,0.79761,0.91663,0.0043508,0.10831,0.088934,122,0.070653,0.072563,201,253,0.504,2969,deep
193,1676,30.01,-91.14,513.99,589,527.15,0.40954,1.6777,1.5023,78.938,83.464,96.297,3.903,0.69649,-69.229,62.336,0.61687,0.88568,0.0034825,0.063223,0.77252,104,0.062501,0.063151,176,149,0.5006,3047,deep
194,1676,30.01,-91.14,7355.2,5226.6,5165.5,140.84,20.325,9.2923,94.305,97.341,100.95,40.073,0.87015,63.815,66.438,0.79761,0.91663,0.0043508,0.10831,0.088934,122,0.070653,0.072563,201,253,0.504,2969,deep
195,1480,30.012,-91.132,18503,7967.2,11473,69.04,13.9,31.781,119.3,121.67,131.2,20.022,0.85404,57.95,42.485,0.57682,0.6754,0.0042702,0.1475,0.081734,107,0.070394,0.070759,209,252,0.5032,2869,deep
196,2001,30.015,-91.132,21302,10180,11664,74.295,17.062,27.456,114.64,122.22,124.81,63.49,0.78127,47.13,45.144,0.55382,0.70888,0.0039063,0.11417,0.071051,121,0.073035,0.081109,210,252,0.5121,2709,deep
197,906,30.012,-91.134,4692,11050,18401,46.501,93.596,142.81,205.78,213.25,186.39,8.9824,0.69667,-59.226,40.85,0.45567,0.65408,0.0034833,0.18526,0.10881,80,0.069965,0.070639,201,171,0.5194,2808,deep
198,906,30.012,-91.134,1789.2,5416.1,6030.4,5.1716,27.683,30.058,129.64,124.55,137.26,2.5478,0.99853,-36.504,88.925,0.99836,0.99982,0.0049927,0.065224,0.22424,91,0.077429,0.07792,191,163,0.5017,2766,deep
199,906,30.012,-91.134,18610,19217,17873,11.336,10.886,10.601,74.251,99.998,102.82,17.486,0.5649,-13.649,63.774,0.50675,0.89705,0.0028245,0.16069,0.15741,124,0.07659,0.080604,195,167,0.5065,2925,deep
200,906,30.012,-91.134,2821.3,9139.7,10384,1.9012,5.9077,6.8011,85.517,120.46,130.35,6.194,0.76939,-83.171,7.8718,0.10537,0.13696,-0.0038469,0.085369,0.39792,124,0.062982,0.063721,190,162,0.509,2720,deep
201,906,30.012,-91.134,7894.5,4425,4316.3,4.8552,2.8401,2.5984,110.46,108.68,177.97,5.3053,0.74447,87.588,-10.861,0.14028,0.18843,-0.0037224,0.18515,0.13377,110,0.047788,0.053617,200,173,0.5161,2869,deep
202,906,30.012,-91.134,1554.1,11005,4640.4,1.052,6.8379,2.8148,96.361,98.397,156,1.9355,0.65251,88.621,74.87,0.62989,0.96534,0.0032626,0.11219,0.18849,122,0.061799,0.065601,210,183,0.5061,2839,deep
203,60,30.011,-91.141,2168,3618.1,5369.1,11.23,20.118,31.213,232.13,219.57,211.94,0.4609,0.72603,-2.0088,10.864,0.13684,0.18848,-0.0036302,0.13929,0.067221,100,0.061699,0.057609,224,197,0.4957,2829,deep
204,60,30.011,-91.141,859.41,2588.8,3185.9,3.9472,19.78,20.526,124.05,130.96,125.32,0.57562,0.51178,11.747,2.9907,0.026702,0.052174,-0.0025589,0.085034,0.058277,101,0.06292,0.060748,224,197,0.4844,3002,deep
205,60,30.011,-91.141,1993.2,3578.1,2853.3,18.055,11.407,9.0632,92.303,97.253,102,1.6516,0.91301,86.729,81.84,0.90376,0.98988,0.004565,0.12937,0.10676,101,0.077326,0.078972,209,256,0.4922,3146,deep
206,60,30.011,-91.141,799.45,5137,6444.6,3.4792,32.438,39.16,129.96,123.96,119.13,0.54394,0.46969,-25.408,38.659,0.29341,0.62469,0.0023484,0.099212,0.045664,102,0.058356,0.056681,220,192,0.5042,2695,deep
207,60,30.011,-91.141,54139,39144,41126,367.14,218.33,172.38,122.69,138.49,119.41,20.854,0.66896,37.047,41.969,0.44735,0.66873,0.0033448,0.16605,0.10416,111,0.064814,0.062865,204,175,0.5184,2791,deep
208,60,30.011,-91.141,2475.6,2066.4,2378.5,8.8357,10.876,11,127.04,124.12,141.94,3.2505,0.92312,2.3381,60.365,0.80237,0.8692,0.0046156,0.1242,0.10613,113,0.077443,0.077731,203,173,0.4944,2943,deep
209,60,30.011,-91.141,2376.4,3735.3,2624.2,19.143,8.0805,4.6005,87.968,100.21,95.569,1.7588,0.96768,-38.133,86.97,0.96633,0.9986,0.0048384,0.18528,0.16538,102,0.078368,0.078002,210,162,0.4981,2778,deep
210,60,30.011,-91.141,433.17,2987.6,2340.2,1.0002,16.618,11.926,106.01,108.53,125.5,0.43513,0.84453,38.072,87.895,0.84396,0.99933,0.0042227,0.10966,0.064482,98,0.077086,0.081776,214,265,0.5083,2903,deep
211,823,30.012,-91.141,2168,3618.1,5369.1,11.23,20.118,31.213,232.13,219.57,211.94,0.4609,0.72603,-2.0088,10.864,0.13684,0.18848,-0.0036302,0.13929,0.067218,100,0.061698,0.057609,224,197,0.4957,2829,deep
212,823,30.012,-91.141,859.41,2588.8,3185.9,3.9472,19.78,20.526,124.05,130.96,125.32,0.57562,0.51178,11.747,2.9904,0.026699,0.052169,-0.0025589,0.085034,0.058277,101,0.06292,0.060748,224,197,0.4844,3002,deep
213,823,30.012,-91.141,2123.7,3578.1,2853.4,18.243,11.407,9.0632,86.795,97.265,102,1.9167,0.93421,78.756,84.113,0.92928,0.99473,0.004671,0.12389,0.16549,107,0.084482,0.081317,209,183,0.4888,2892,deep
214,823,30.012,-91.141,799.45,5137,6444.6,3.4792,32.438,39.16,129.96,123.96,119.13,0.54394,0.46969,-25.408,38.659,0.29341,0.62469,0.0023484,0.099212,0.045665,102,0.058356,0.056681,220,192,0.5042,2695,deep
215,823,30.012,-91.141,54139,39144,41126,367.14,218.33,172.38,122.69,138.49,119.41,20.854,0.66896,37.047,41.969,0.44735,0.66873,0.0033448,0.16605,0.10416,111,0.064814,0.062865,204,175,0.5184,2791,deep
216,823,30.012,-91.141,1387.6,1109.8,1336.8,4.0807,5.948,6.0848,133.94,127.65,135.64,0.53879,0.95323,0.80841,70.454,0.89829,0.94237,0.0047661,0.10736,0.099887,86,0.070223,0.070057,202,173,0.5058,2652,deep
217,823,30.012,-91.141,2225.6,3735.3,2624.2,17.643,8.0807,4.6006,95.111,100.21,95.565,1.5814,0.93919,88.221,85.326,0.93606,0.99667,0.0046959,0.20959,0.092196,113,0.071297,0.065087,212,182,0.5004,2911,deep
