1-no,2-depth,3-lat,4-lon,5-maxampZ,6-maxampX,7-maxampY,8-slopZ,9-slopeX,10-slopeY,11-spectralcentZ,12-speccenX,13-speccentY,14-maximumfrequencyampZ,15-rec,16-az,17-dip,18-dd_re,19-dipp,20-DR,21-crossdeep,22-crossshallow,23-Otsu,24-cwtDEEP(meancc),25-cwtSHAL(meancc),26-cwtDEEP(pickcc),27-cwtSHAL(pickcc),28-semblanceDEEP,29-semblanceSHAL,class
910,80,30.01,-91.141,9280.1,17358,13974,26.714,94.086,52.047,125.96,117.81,133.97,62.111,0.98344,-89.207,87.607,0.98258,0.99913,0.0049172,0.061886,0.59523,100,0.064732,0.063078,179,152,0.5175,3139,shallow
911,80,30.01,-91.141,1.38E+05,97729,48405,560.74,419.35,197.84,165.77,152.88,160.63,10.64,0.99279,88.411,0.027229,0.0004718,0.00047523,-0.0049639,0.11536,0.061915,92,0.048495,0.045464,222,191,0.5021,2736,shallow
912,80,30.01,-91.141,1865.1,1395.1,1788,6.9744,6.4168,7.9482,131.05,143.82,131.01,0.86009,0.98062,31.87,-0.1942,0.0033237,0.0033894,-0.0049031,0.10002,0.49482,99,0.072693,0.068709,174,146,0.4918,3013,shallow
913,80,30.01,-91.141,2955.6,6394,9368.4,4.7205,21.584,23.228,122.97,131.07,103.13,24.354,0.97578,9.0128,85.942,0.97334,0.99749,0.0048789,0.07914,0.52397,130,0.059932,0.054288,178,150,0.5144,3475,shallow
914,80,30.01,-91.141,947.98,202.94,111.37,10.402,2.2973,1.55,120.58,172.13,161.97,0.67442,0.98735,7.1488,88.669,0.98708,0.99973,0.0049367,0.22742,0.13168,109,0.046458,0.041029,205,179,0.4677,3287,shallow
915,60,30.009,-91.14,1.38E+05,3.33E+05,1.03E+05,1698,1481.8,423.36,92.754,118.56,179.61,279.13,0.84415,-9.0338,15.322,0.22306,0.26424,-0.0042208,0.13696,0.27971,121,0.054906,0.046568,193,166,0.5097,3084,shallow
916,60,30.009,-91.14,29000,1.01E+05,51763,633.72,331.22,200.04,116.85,73.779,81.452,26.224,0.67206,-58.232,-31.214,0.34829,0.51824,0.0033603,0.089327,0.129,88,0.066786,0.059678,195,168,0.5037,2445,shallow
917,60,30.009,-91.14,689.78,467.48,652.49,14.17,7.6449,11.524,179.98,125.02,120.61,0.11561,0.53135,-60.152,47.211,0.38994,0.73386,0.0026567,0.158,0.054919,92,0.055174,0.049382,216,188,0.4548,2727,shallow
918,60,30.009,-91.14,2040.3,4392.7,4304.9,5.6113,31.247,26.604,73.606,97.869,107.45,9.9952,0.6933,-83.948,26.423,0.30852,0.445,-0.0034665,0.079538,0.39626,100,0.059877,0.056546,184,158,0.4877,2717,shallow
919,60,30.009,-91.14,69372,63281,21955,313.81,324.38,102.57,95.989,123.75,103.79,41.599,0.99805,-89.828,0.19109,0.0033287,0.0033352,-0.0049902,0.15924,0.17132,116,0.0533,0.047923,197,170,0.4992,2740,shallow
920,60,30.009,-91.14,1627.1,594.6,787.15,7.1725,2.9886,3.9671,110.3,119.75,135.07,1.903,0.62167,47.013,8.6841,0.093864,0.15099,-0.0031083,0.12477,0.35543,99,0.063756,0.057869,178,148,0.4871,3389,shallow
921,60,30.009,-91.14,1750.7,5168,4311.2,6.1758,25.579,51.738,93.285,89.637,104.86,2.886,0.8592,-85.177,4.5476,0.068124,0.079288,-0.004296,0.14343,0.37261,115,0.11024,0.088711,179,228,0.7859,6807,shallow
922,40,30.01,-91.14,3.42E+05,7.16E+05,4.49E+05,1310.6,2606.2,2539.2,146.42,144.48,126.77,141.59,0.80091,80.194,17.598,0.24215,0.30234,-0.0040046,0.14368,0.11073,86,0.065884,0.062903,216,186,0.4991,2722,shallow
923,40,30.01,-91.14,1.92E+05,2.39E+05,1.58E+05,1414.8,1029.3,1646.9,147.99,101.2,123.38,60.972,0.60311,-86.253,-7.525,0.078982,0.13096,-0.0030155,0.10712,0.14059,88,0.075055,0.066802,194,165,0.494,2619,shallow
924,40,30.01,-91.14,3882.1,1601.7,2791.8,27.838,29.743,90.276,136.6,124.22,109.98,6.4407,0.73989,-89.733,68.083,0.68641,0.92773,0.0036994,0.15017,0.24605,87,0.069231,0.059648,192,165,0.5186,2843,shallow
925,40,30.01,-91.14,10291,25707,71209,29.197,97.87,219.45,88.735,116.71,65.754,19.863,0.95911,89.918,2.0544,0.034383,0.035849,-0.0047955,0.085814,0.52428,103,0.06698,0.064815,177,149,0.5025,2467,shallow
926,40,30.01,-91.14,3972.7,10399,7641.2,5.031,26.166,23.138,90.406,102.29,110.26,16.755,0.84332,-61.203,10.683,0.15633,0.18538,-0.0042166,0.063141,0.6034,129,0.059148,0.058046,181,154,0.5003,2705,shallow
927,40,30.01,-91.14,1.25E+05,1.57E+05,62919,266.41,394.11,155.79,98.407,117.11,119.58,298.16,0.99825,-89.971,0.27718,0.0048293,0.0048377,-0.0049913,0.14304,0.26734,93,0.05566,0.054151,193,166,0.4763,2529,shallow
928,40,30.01,-91.14,2602.6,4103.4,2534.3,5.3467,9.9009,6.9577,107.74,120.63,95.87,1.5786,0.93313,47.778,-5.1058,0.083043,0.088994,-0.0046657,0.136,0.2448,106,0.078771,0.077935,171,141,0.4939,3004,shallow
929,40,30.01,-91.14,7364.9,28599,35099,14.906,75.504,313.62,71.819,65.52,82.191,36.698,0.68114,11.959,-1.6637,0.019775,0.029033,-0.0034057,0.1491,0.35911,128,0.07378,0.060799,178,149,0.4947,2599,shallow
930,40,30.01,-91.14,708.87,237.25,685.68,27.922,10.165,5.4375,135.43,157.98,115.94,0.24295,0.86917,-77.892,67.205,0.80129,0.9219,0.0043459,0.21667,0.10054,117,0.061724,0.054309,208,178,0.5627,2650,shallow
931,1577,30.014,-91.126,6.48E+05,9.75E+05,7.63E+05,1687.9,4046.3,3195.5,95.55,146.07,129.55,1861.1,0.81885,-65.063,-22.117,0.30829,0.3765,-0.0040942,0.077347,0.53975,95,0.059029,0.052579,185,159,0.4927,2873,shallow
932,1577,30.014,-91.126,2.18E+05,1.80E+05,3.03E+05,1847.4,1116,3097.9,138.46,119.42,104.94,268.7,0.80634,83.745,10.769,0.15066,0.18684,-0.0040317,0.1361,0.24774,87,0.069942,0.061385,194,168,0.4883,2994,shallow
933,1577,30.014,-91.126,6859.4,3016.3,3790.7,81.177,61.341,42.808,139.55,113.51,113.02,4.7449,0.82788,54.542,58.737,0.70767,0.85479,0.0041394,0.19326,0.20387,83,0.060219,0.052238,195,169,0.5346,3200,shallow
934,1577,30.014,-91.126,46962,35227,46134,100.73,100.49,159.58,45.018,103.83,75.98,323.91,0.50874,67.178,1.1697,0.010386,0.020414,-0.0025437,0.0405,0.83524,130,0.05597,0.050839,177,151,0.492,2561,shallow
935,1577,30.014,-91.126,2.86E+05,2.95E+05,94311,1252.1,1402.8,457.63,136.02,134.48,129.57,64.085,0.98386,89.747,0.49802,0.0085516,0.0086919,-0.0049193,0.13206,0.091634,91,0.055402,0.05293,223,198,0.4915,2751,shallow
936,1577,30.014,-91.126,5289.8,4674.1,6483.5,11.798,22.313,28.055,91.712,129.72,116.01,20.215,0.94623,25.686,0.2075,0.0034268,0.0036215,-0.0047312,0.10469,0.63825,100,0.066788,0.063781,178,152,0.5023,2937,shallow
937,1577,30.014,-91.126,11075,18314,16925,19.278,40.814,42.942,79.589,102.37,93.772,77.98,0.94809,-78.318,88.05,0.94754,0.99942,0.0047405,0.080437,0.78631,101,0.060944,0.058341,176,148,0.5027,3490,shallow
938,1577,30.014,-91.126,2407.1,556.95,340.83,24.107,8.8102,8.9094,81.599,147.09,129.27,2.3738,0.97428,-20.54,86.811,0.97277,0.99845,0.0048714,0.26517,0.17002,116,0.044402,0.037733,201,175,0.4879,3227,shallow
939,182,30.009,-91.143,1.47E+05,2.20E+05,2.59E+05,2415,5227,4350.2,160.71,180.78,196.26,144,0.66364,-86.956,-24.235,0.27241,0.41048,-0.0033182,0.20648,0.27525,88,0.062536,0.055415,191,163,0.474,2686,shallow
940,182,30.009,-91.143,38272,59153,32335,835.13,344.74,659.84,154.83,128.51,157.53,36.684,0.46352,7.5305,39.853,0.29703,0.64081,0.0023176,0.15312,0.1104,111,0.069403,0.060825,200,172,0.5202,2602,shallow
941,182,30.009,-91.143,1301.8,1186.7,1076.5,38.012,32.069,32.06,199.66,219.5,201.55,0.16546,0.54509,-53.584,60.157,0.47281,0.86739,0.0027255,0.17556,0.1525,89,0.069307,0.059512,223,159,0.5001,2817,shallow
942,182,30.009,-91.143,2680.8,5286.3,2843.1,12.834,38.089,37.759,67.48,127.53,91.433,13.697,0.75004,14.478,10.824,0.14085,0.18779,-0.0037502,0.04332,0.66634,102,0.07317,0.060589,179,152,0.4906,2507,shallow
943,182,30.009,-91.143,1.18E+05,1.31E+05,27481,496.44,601.45,109.59,123.39,109.43,116.74,49.749,0.99023,89.29,-0.17013,0.0029403,0.0029694,-0.0049511,0.14878,0.18503,120,0.051204,0.048632,195,171,0.5038,2579,shallow
944,182,30.009,-91.143,2325.6,1063.7,1319,10.007,4.6434,6.0645,137.26,149.13,153.35,0.48925,0.92183,29.282,-0.40696,0.0065475,0.0071027,-0.0046092,0.1922,0.25141,96,0.055228,0.051742,175,142,0.496,2930,shallow
945,182,30.009,-91.143,2105.6,2839.4,2933.8,5.6846,25.653,11.924,109.32,135.82,107.08,9.5971,0.63017,16.126,-3.7192,0.040877,0.064867,-0.0031509,0.068421,0.79142,103,0.070596,0.061222,176,149,0.5027,2597,shallow
946,182,30.009,-91.143,111.46,189.31,226.07,2.9575,4.6648,6.4889,174.44,186.62,190.94,0.033631,0.75029,-52.861,14.495,0.1878,0.2503,-0.0037515,0.21107,0.090826,112,0.060574,0.048202,207,178,0.4736,3126,shallow
947,60,30.009,-91.14,1.82E+05,2.89E+05,2.02E+05,768.74,1261,781.53,109.22,120.56,120.75,368.51,0.75189,-39.648,4.9543,0.064934,0.086361,-0.0037595,0.11104,0.4391,90,0.058711,0.051141,189,162,0.4592,2552,shallow
948,60,30.009,-91.14,54214,79311,47566,834.4,1654,1116.5,118.91,126.16,104.45,70.845,0.36895,-69.847,19.787,0.1249,0.33852,0.0018447,0.15132,0.17333,86,0.069168,0.06101,197,169,0.4507,2902,shallow
949,60,30.009,-91.14,1309.4,636.04,1238,29.549,15.213,22.383,146.9,138.2,131,0.28461,0.59315,85.713,48.327,0.44305,0.74695,0.0029657,0.15133,0.19168,86,0.07222,0.063351,192,168,0.5311,2597,shallow
950,60,30.009,-91.14,4665.5,10255,8309,11.064,87.071,33.231,72.446,107.19,94.793,28.833,0.92319,40.754,9.2632,0.14861,0.16097,-0.0046159,0.062076,0.79662,98,0.060021,0.053565,179,152,0.4992,2793,shallow
951,60,30.009,-91.14,99640,1.68E+05,22655,375.64,731.83,48.362,121.98,115.87,114.92,70.368,0.99534,-89.923,-0.068123,0.0011834,0.001189,-0.0049767,0.12376,0.18261,90,0.052033,0.050684,196,191,0.5077,2646,shallow
952,60,30.009,-91.14,2579.2,1005.7,865.31,11.06,5.0428,4.0648,132.64,141.85,164.68,0.7995,0.97409,38.52,-0.96736,0.016445,0.016883,-0.0048704,0.14425,0.2721,97,0.064641,0.062306,178,151,0.4977,2892,shallow
953,60,30.009,-91.14,1163.7,4121.8,3847.4,2.3956,12.802,23.512,86.123,128.35,119.92,7.511,0.52979,73.439,-6.8611,0.06329,0.11946,-0.002649,0.10924,0.5048,107,0.064627,0.056996,178,150,0.4881,3350,shallow
954,60,30.009,-91.14,157.98,116.68,138.21,1.8092,1.2153,1.5963,117.06,214.56,229.77,0.21815,0.73731,-60.68,52.751,0.58691,0.79602,0.0036865,0.19105,0.13357,113,0.061448,0.054233,199,172,0.5021,3409,shallow
955,80,30.007,-91.139,1.04E+05,3.21E+05,2.13E+05,489.18,4162.4,3031.5,128.09,190.5,182.2,144.97,0.75183,-13.896,6.3558,0.083229,0.1107,-0.0037591,0.2173,0.18177,91,0.063036,0.056467,193,164,0.4865,3092,shallow
956,80,30.007,-91.139,43952,54329,61899,817.94,373.7,1482.3,139.21,135.52,111.66,28.041,0.55625,-54.322,31.505,0.29068,0.52257,0.0027813,0.15227,0.10379,112,0.063313,0.056144,201,175,0.5132,2914,shallow
957,80,30.007,-91.139,2122.5,873.26,863.73,66.384,25.407,30.809,190.62,139.63,164.59,0.094289,0.85642,-75.445,77.351,0.83563,0.97573,0.0042821,0.13459,0.046781,98,0.044505,0.038075,223,193,0.4975,2658,shallow
958,80,30.007,-91.139,2323.7,6071.2,3750.7,5.4903,103.46,42.611,70.896,107.47,131.74,11.617,0.82143,1.3634,5.4428,0.077914,0.094852,-0.0041071,0.083764,0.57767,97,0.064482,0.058733,181,155,0.4904,3303,shallow
959,80,30.007,-91.139,35515,69931,16389,152,319.65,72.145,127.48,131.96,128.95,23.249,0.98745,86.199,0.67334,0.011604,0.011752,-0.0049372,0.17083,0.14863,109,0.055285,0.05154,198,170,0.4902,3160,shallow
960,80,30.007,-91.139,831.59,588.03,782.94,3.584,2.8587,3.7069,129.8,156.07,144.81,0.26938,0.92624,73.031,-0.1589,0.0025688,0.0027734,-0.0046312,0.1863,0.10325,101,0.052572,0.049708,216,188,0.5254,2500,shallow
961,80,30.007,-91.139,1778.9,2967.2,3600.1,3.2417,11.136,11.09,79.023,112.5,110.84,7.5892,0.77651,81.942,11.888,0.15996,0.206,-0.0038826,0.067877,0.66614,99,0.063053,0.060531,177,150,0.5067,3470,shallow
962,181,30.009,-91.142,1.10E+06,7.59E+05,7.76E+05,3984.8,2254.1,2822.2,74.955,86.351,100.86,2182.9,0.77287,-77.604,-13.249,0.17713,0.22918,-0.0038643,0.1245,0.41236,118,0.057339,0.051897,189,162,0.4749,3255,shallow
963,181,30.009,-91.142,2.78E+05,6.42E+05,5.29E+05,5630,2082.2,1752.2,100.41,71.432,61.432,497.76,0.73811,8.3971,31.198,0.38233,0.51799,-0.0036905,0.10418,0.18403,90,0.070752,0.063697,193,165,0.4763,2984,shallow
964,181,30.009,-91.142,7060.2,2945.2,4584.4,151.34,71.471,16.091,119.84,87.676,80.495,8.4124,0.88926,-86.32,73.224,0.85141,0.95744,0.0044463,0.16715,0.32568,116,0.076205,0.064627,191,165,0.4938,3123,shallow
965,181,30.009,-91.142,58797,1.26E+05,70553,177.7,755.77,298.76,50.26,73.922,82.281,433.65,0.97741,-2.2918,1.6143,0.027535,0.028172,-0.004887,0.05536,0.68571,102,0.065357,0.055806,176,149,0.5071,3596,shallow
966,181,30.009,-91.142,9343.9,11964,14847,13.204,27.213,30.371,71.028,73.772,102.66,12.205,0.8765,-86.895,10.187,0.15502,0.17686,-0.0043825,0.11328,0.37975,110,0.072194,0.0693,179,150,0.5231,3441,shallow
967,181,30.009,-91.142,3.37E+05,3.30E+05,1.50E+05,1068.5,1018,435.49,114.72,111.83,112.96,256.38,0.99938,89.896,0.13517,0.0023577,0.0023591,-0.0049969,0.11488,0.18303,117,0.053333,0.048368,192,166,0.4915,2653,shallow
968,181,30.009,-91.142,7598.8,7986.1,5498.1,25.21,26.115,17.855,97.036,102.32,127.02,7.6282,0.905,48.822,0.2708,0.0042773,0.0047263,-0.004525,0.22664,0.27806,117,0.062518,0.055069,193,177,0.4994,3370,shallow
969,181,30.009,-91.142,23751,43407,91700,65.248,147.16,711.25,123.06,79.691,55.292,134.33,0.91133,-89.407,-7.0563,0.11195,0.12284,-0.0045567,0.085518,0.79291,102,0.077467,0.067886,177,229,0.4988,3528,shallow
970,181,30.009,-91.142,1869.5,454.31,1740.3,26.632,8.0477,4.9392,94.166,86.57,75.722,1.8362,0.953,-82.331,65.987,0.87052,0.91345,0.004765,0.18799,0.13864,118,0.060183,0.052953,200,173,0.5266,3325,shallow
971,100,30.008,-91.144,2.68E+05,3.62E+05,2.53E+05,753.14,1660.1,1123.1,108.68,156.08,143.11,528.33,0.64577,74.718,-20.92,0.23059,0.35707,-0.0032289,0.13956,0.2101,92,0.062283,0.058048,194,167,0.5084,2555,shallow
972,100,30.008,-91.144,81180,1.03E+05,61696,207.85,466.85,1470.7,113.72,131.72,122,95.525,0.6261,83.402,31.191,0.32425,0.51789,0.0031305,0.1728,0.12104,88,0.065038,0.060025,198,169,0.517,2447,shallow
973,100,30.008,-91.144,2510.2,861.22,1684.2,14.177,4.7575,8.9818,178.41,141.3,157.72,1.4239,0.75221,-43.116,75.189,0.72722,0.96678,0.0037611,0.14694,0.18629,85,0.069837,0.062866,195,167,0.5309,2693,shallow
974,100,30.008,-91.144,14261,11918,11262,36.165,48.184,35.762,76.86,126.95,103.92,66.377,0.67352,50.258,-1.6049,0.018864,0.028008,-0.0033676,0.037952,0.81807,130,0.061101,0.053725,177,150,0.5031,2684,shallow
975,100,30.008,-91.144,2532.4,1722.2,2014,6.3943,3.1173,5.808,117.21,120.66,131.33,5.0323,0.80613,0.27058,4.1544,0.058399,0.072444,-0.0040306,0.09585,0.36906,93,0.061416,0.060468,184,157,0.4928,3060,shallow
976,100,30.008,-91.144,2082.6,5657.9,4354.5,5.7444,23.813,12.701,75.046,102.03,109.81,19.699,0.77877,-55.179,-3.1341,0.042577,0.054672,-0.0038939,0.084758,0.51969,125,0.075924,0.067006,177,149,0.5007,3455,shallow
977,100,30.008,-91.144,184.16,205.95,236.85,0.978,0.43978,1.2377,145.09,109.99,168.39,0.12084,0.57461,-24.759,36.084,0.33843,0.58898,0.0028731,0.19388,0.10489,114,0.053529,0.045102,205,178,0.4908,3352,shallow
978,140,30.01,-91.144,1.53E+05,3.08E+05,2.12E+05,624.67,3628,2062.4,139.47,168.91,177.61,163.1,0.6731,-38.731,10.475,0.12238,0.18181,-0.0033655,0.20754,0.21537,88,0.062316,0.057025,193,165,0.4996,3204,shallow
979,140,30.01,-91.144,69164,88568,35553,1209,598.44,773.9,134.02,145.45,143.72,30.956,0.71241,-4.1969,79.853,0.70127,0.98436,0.003562,0.14492,0.063711,109,0.058473,0.052028,209,183,0.5009,3342,shallow
980,140,30.01,-91.144,1654.1,698.02,592.57,36.657,14.643,10.117,183.22,183.87,182.75,0.1577,0.75436,26.176,87.424,0.7536,0.99899,0.0037718,0.1566,0.096258,87,0.06407,0.056107,222,170,0.4936,2903,shallow
981,140,30.01,-91.144,1669.1,583.17,788.29,1.9893,0.55765,0.93134,131.67,148.05,151.73,0.48559,0.71835,-16.74,78.593,0.70416,0.98025,0.0035918,0.15441,0.22273,101,0.053142,0.049369,218,189,0.4959,3066,shallow
982,1843,30.009,-91.139,4.31E+05,7.02E+05,3.82E+05,1555,2605.9,1316.7,92.99,124.78,113,890,0.58767,28.13,-14.078,0.14295,0.24325,-0.0029384,0.13347,0.34702,116,0.057337,0.052182,192,166,0.4861,3255,shallow
983,1843,30.009,-91.139,1.33E+05,1.83E+05,1.11E+05,1919.6,3399,1641.4,116.21,101.15,102.85,166.66,0.688,2.7481,23.621,0.27567,0.40068,-0.00344,0.16571,0.14954,117,0.064145,0.054807,199,170,0.5034,2988,shallow
984,1843,30.009,-91.139,2834.2,1171.7,2142.5,62.432,8.9645,35.021,136.47,154.38,173.08,2.9922,0.7248,73.085,84.173,0.72106,0.99483,0.003624,0.18017,0.17726,116,0.063548,0.055085,197,170,0.4797,2806,shallow
985,1843,30.009,-91.139,10140,15467,19235,27.478,77.184,71.558,107.4,108.13,99.522,41.819,0.73026,-79.678,-18.832,0.23572,0.32279,-0.0036513,0.11669,0.52677,103,0.064746,0.059554,178,151,0.5202,3249,shallow
986,1843,30.009,-91.139,9534.4,6334.6,4194.7,30.328,20.154,13.85,123.1,95.44,123.54,2.0339,0.83794,-21.096,19.543,0.2803,0.33451,-0.0041897,0.16797,0.12699,110,0.051241,0.047201,216,173,0.4992,3541,shallow
987,1843,30.009,-91.139,4257.6,13476,12293,9.3058,65.476,49.923,108.44,93.268,110.47,25.665,0.82656,11.917,-1.1822,0.017053,0.020631,-0.0041328,0.089263,0.80425,105,0.069463,0.062126,177,150,0.4792,3518,shallow
988,1843,30.009,-91.139,984.07,473.99,431.75,5.6907,2.854,2.5645,80.684,103.55,117.55,1.163,0.89806,-80.532,62.271,0.79493,0.88516,0.0044903,0.21963,0.13727,116,0.045196,0.039599,205,179,0.5128,3157,shallow
989,216,30.009,-91.142,1.11E+06,1.43E+06,2.58E+06,2594.2,4016.4,6005.9,106.85,92.302,71.09,3217.2,0.75729,-12.427,-6.9963,0.092242,0.12181,-0.0037865,0.088123,0.22263,89,0.051226,0.048438,192,166,0.4998,3765,shallow
990,216,30.009,-91.142,10450,2901,7597.9,269.51,60.67,199.38,121.2,108.07,123.09,19.075,0.85922,-76.347,78.062,0.84063,0.97837,0.0042961,0.10242,0.28228,122,0.063264,0.053584,193,166,0.4688,2534,shallow
991,216,30.009,-91.142,91771,99120,3.09E+05,498.86,815.55,3178.2,61.866,102.8,69.554,527.73,0.9778,84.567,-2.3771,0.040556,0.041477,-0.004889,0.047684,0.68748,101,0.073915,0.061834,177,150,0.5236,3335,shallow
992,216,30.009,-91.142,10795,12056,9255.9,30.572,33.165,25.362,107.02,96.748,88.408,4.1003,0.84915,53.022,0.0079028,0.00011712,0.00013793,-0.0042458,0.12109,0.12286,99,0.060161,0.058368,195,167,0.4782,3255,shallow
993,216,30.009,-91.142,30958,41597,67218,71.799,203.49,533.81,67.697,81.228,74.618,234.57,0.82985,-83.749,-5.186,0.07501,0.090389,-0.0041493,0.12502,0.66473,103,0.071762,0.065533,178,232,0.5121,2443,shallow
994,216,30.009,-91.142,3240.1,628.95,1139.5,52.566,15.332,28.573,85.845,124.01,120.46,4.5648,0.96472,-10.09,86.108,0.96249,0.99769,0.0048236,0.23175,0.16364,119,0.060344,0.050965,200,174,0.5099,2835,shallow
995,60,30.005,-91.137,3.46E+05,3.49E+05,2.89E+05,939.81,804.21,770.08,95.233,112.91,113.86,302.93,0.58545,-3.746,24.438,0.2422,0.4137,-0.0029272,0.22671,0.22419,100,0.050778,0.047181,194,162,0.4844,2499,shallow
996,60,30.005,-91.137,2002.6,818.27,1960.5,10.329,4.3262,4.2633,142.39,151.6,94.941,1.5262,0.83095,-87.826,2.2491,0.032609,0.039243,-0.0041547,0.14332,0.20809,88,0.058601,0.05563,190,166,0.4829,2765,shallow
997,60,30.005,-91.137,12320,24321,20998,24.242,94.228,75.388,64.617,89.67,118.3,80.376,0.74181,13.991,11.916,0.15317,0.20648,-0.0037091,0.077854,0.7254,100,0.057947,0.053999,177,150,0.4891,3389,shallow
998,60,30.005,-91.137,1283.1,1298.9,938.28,2.094,2.3946,3.5992,111.81,101.05,102.93,0.5556,0.83234,64.136,-4.4154,0.064079,0.076987,-0.0041617,0.12134,0.28794,106,0.071892,0.066182,174,146,0.5213,3022,shallow
999,60,30.005,-91.137,11518,7851.3,12434,20.585,18.522,37.009,63.652,103.17,111.65,82.168,0.85063,-56.134,76.001,0.82537,0.9703,0.0042532,0.041871,0.82007,109,0.056074,0.052896,177,150,0.4936,3361,shallow
1000,60,30.005,-91.137,301.17,186.41,239.43,5.0918,2.7898,1.4405,123.33,108.4,138.95,0.1142,0.76007,-37.383,59.765,0.65667,0.86396,0.0038003,0.14487,0.11246,117,0.053429,0.046814,212,184,0.4926,2630,shallow
1001,100,30.006,-91.138,3.36E+05,6.08E+05,4.79E+05,4466.8,9069.6,8124.7,121.46,188.65,179.01,626.46,0.59421,-46.527,20.323,0.20638,0.34732,-0.0029711,0.11356,0.35804,86,0.052277,0.045267,190,163,0.4563,3246,shallow
1002,100,30.006,-91.138,3.53E+05,1.03E+05,1.27E+05,10724,847.16,3776.5,135.34,158.65,135.44,89.072,0.86412,-85.138,79.528,0.84973,0.98334,0.0043206,0.12354,0.098346,89,0.060506,0.053115,196,170,0.4694,2748,shallow
1003,100,30.006,-91.138,3161,1099.9,1473.3,94.262,36.3,41.343,188.48,168.5,133.21,1.1913,0.76748,58.557,65.19,0.69665,0.9077,0.0038374,0.18454,0.14284,84,0.069142,0.059897,189,159,0.484,2832,shallow
1004,100,30.006,-91.138,3570.4,12642,11526,14.469,51.249,42.918,120.97,128.54,99.178,1.0052,0.68386,73.098,8.7556,0.1041,0.15222,-0.0034193,0.12668,0.2746,95,0.062715,0.059905,180,152,0.5062,3321,shallow
1005,100,30.006,-91.138,1017.5,988.75,679.19,3.6001,2.1086,1.7799,165.72,158.53,158.63,0.23495,0.99221,35.658,-0.15592,0.0027002,0.0027214,-0.0049611,0.12905,0.14353,120,0.089233,0.10043,220,174,0.4831,2847,shallow
1006,100,30.006,-91.138,3429.5,3592.3,6624.9,8.1298,64.549,35.249,55.604,113.44,84.342,19.439,0.69691,-69.862,-1.4974,0.018211,0.026131,-0.0034845,0.07328,0.71841,100,0.061334,0.055749,179,152,0.5009,2516,shallow
1007,100,30.006,-91.138,196.75,140.44,109.43,4.782,3.2772,2.5292,163.22,106.43,141.2,0.044463,0.8242,-2.7133,35.457,0.47811,0.58009,-0.004121,0.14193,0.06676,115,0.07093,0.062233,210,180,0.5248,3262,shallow
1008,40,30.009,-91.138,9.91E+05,4.39E+05,4.70E+05,3108.1,1487.3,1664.3,64.153,116.62,102.22,3260.9,0.59696,-75.718,18.627,0.19067,0.3194,-0.0029848,0.044971,0.43504,119,0.04972,0.044575,189,163,0.5091,3298,shallow
1009,40,30.009,-91.138,2.07E+05,7.19E+05,1.62E+05,4234,2346,3683.5,88.076,61.492,110.64,376.54,0.84387,-3.0422,32.695,0.45583,0.54017,-0.0042193,0.15358,0.24777,122,0.06782,0.05834,192,235,0.4593,3205,shallow
1010,40,30.009,-91.138,5878.5,1983.5,5556.9,192.94,5.8519,186.49,110.82,83.702,91.15,7.2594,0.82666,-84.063,69.967,0.77664,0.93949,0.0041333,0.16256,0.32592,113,0.063991,0.053823,192,165,0.4823,2746,shallow
1011,40,30.009,-91.138,30563,62718,1.10E+05,88.564,308.89,429.67,64.968,105.92,65.214,196.34,0.76249,84.735,-4.3559,0.057913,0.075952,-0.0038125,0.087907,0.6721,100,0.061995,0.056769,177,149,0.4915,3469,shallow
1012,40,30.009,-91.138,5751,4192.9,5417,15.042,13.491,14.001,102.54,97.202,85.633,4.9623,0.75782,43.889,0.54713,0.0072364,0.009549,-0.0037891,0.24789,0.16425,115,0.058935,0.051748,202,176,0.5082,3070,shallow
1013,40,30.009,-91.138,25440,41724,37388,45.281,126.59,103.39,46.381,76.741,93.11,174.46,0.74591,55.473,24.613,0.31066,0.41648,-0.0037295,0.07246,0.8802,124,0.062052,0.059694,177,149,0.4932,2882,shallow
1014,40,30.009,-91.138,2788.6,352.69,774.53,23.462,1.1075,15.205,74.517,99.844,111.04,4.1942,0.97787,-11.289,87.44,0.9769,0.999,0.0048894,0.26127,0.17838,116,0.050467,0.043845,201,175,0.465,2912,shallow
1015,120,30.009,-91.144,1.48E+05,2.43E+05,1.89E+05,574.23,879.15,1635.8,156.28,164.35,203.49,50.647,0.71472,-39.88,7.1332,0.088752,0.12418,-0.0035736,0.22147,0.10772,109,0.052777,0.046978,206,179,0.5117,2801,shallow
1016,120,30.009,-91.144,36232,57351,31311,671.72,1847.5,721.22,186.58,156.19,175.84,7.0506,0.51007,-0.3007,-23.6,0.20421,0.40035,0.0025504,0.093881,0.050377,84,0.06283,0.056171,222,189,0.511,2739,shallow
1017,120,30.009,-91.144,1345.8,1296.6,1291.5,37.222,33.976,36.897,213.96,217.76,213.45,0.13203,0.49686,-49.764,34.295,0.27996,0.56345,0.0024843,0.1596,0.046808,97,0.050013,0.04407,222,193,0.4939,3063,shallow
